PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29135690","Microbiota and HDL metabolism","Nakaya K, Ikewaki K.","Curr Opin Lipidol. 2018 Feb;29(1):18-23. doi: 10.1097/MOL.0000000000000472.","Nakaya K","Curr Opin Lipidol","2018","2017/11/15","","","10.1097/MOL.0000000000000472"
"33166735","Dysbiosis is one of the risk factor for stroke and cognitive impairment and potential target for treatment","Koszewicz M, Jaroch J, Brzecka A, Ejma M, Budrewicz S, Mikhaleva LM, Muresanu C, Schield P, Somasundaram SG, Kirkland CE, Avila-Rodriguez M, Aliev G.","Pharmacol Res. 2021 Feb;164:105277. doi: 10.1016/j.phrs.2020.105277. Epub 2020 Nov 7.","Koszewicz M","Pharmacol Res","2021","2020/11/09","","","10.1016/j.phrs.2020.105277"
"34178875","Targeting TMAO and its metabolic pathway for cardiovascular diseases treatment","Hoseini-Tavassol Z, Hasani-Ranjbar S.","J Diabetes Metab Disord. 2021 May 17;20(1):1095-1097. doi: 10.1007/s40200-021-00819-x. eCollection 2021 Jun.","Hoseini-Tavassol Z","J Diabetes Metab Disord","2021","2021/06/28","PMC8212337","","10.1007/s40200-021-00819-x"
"28546357","Gut Microbiota: Potential for a Unifying Hypothesis for Prevention and Treatment of Hypertension","Qi Y, Kim S, Richards EM, Raizada MK, Pepine CJ.","Circ Res. 2017 May 26;120(11):1724-1726. doi: 10.1161/CIRCRESAHA.117.310734.","Qi Y","Circ Res","2017","2017/05/27","PMC5590108","NIHMS901969","10.1161/CIRCRESAHA.117.310734"
"28933408","Food Antioxidants and Their Anti-Inflammatory Properties: A Potential Role in Cardiovascular Diseases and Cancer Prevention","Griffiths K, Aggarwal BB, Singh RB, Buttar HS, Wilson D, De Meester F.","Diseases. 2016 Aug 1;4(3):28. doi: 10.3390/diseases4030028.","Griffiths K","Diseases","2016","2017/09/22","PMC5456284","","10.3390/diseases4030028"
"27758701","Targeting Obesity for the Prevention of Chronic Cardiovascular Disease Through Gut Microbiota-Herb Interactions: An Opportunity for Traditional Herbs","Chen F, Jiang J, Tian DD, Wen Q, Li YH, Zhang JQ, Cheng C, Wang T.","Curr Pharm Des. 2017;23(8):1142-1152. doi: 10.2174/1381612822666161014115724.","Chen F","Curr Pharm Des","2017","2016/10/21","","","10.2174/1381612822666161014115724"
"33346437","[Changes in the intestinal microbiota as a risk factor for dyslipidemia, atherosclerosis and the role of probiotics in their prevention]","Oynotkinova OS, Nikonov EL, Demidova TY, Baranov AP, Kryukov EV, Dedov EI, Karavashkina EA.","Ter Arkh. 2020 Oct 14;92(9):94-101. doi: 10.26442/00403660.2020.09.000784.","Oynotkinova OS","Ter Arkh","2020","2020/12/21","","","10.26442/00403660.2020.09.000784"
"32520619","Trimethylamine-N-Oxide Promotes Age-Related Vascular Oxidative Stress and Endothelial Dysfunction in Mice and Healthy Humans","Brunt VE, Gioscia-Ryan RA, Casso AG, VanDongen NS, Ziemba BP, Sapinsley ZJ, Richey JJ, Zigler MC, Neilson AP, Davy KP, Seals DR.","Hypertension. 2020 Jul;76(1):101-112. doi: 10.1161/HYPERTENSIONAHA.120.14759. Epub 2020 Jun 10.","Brunt VE","Hypertension","2020","2020/06/11","PMC7295014","NIHMS1587480","10.1161/HYPERTENSIONAHA.120.14759"
"34043164","Microbiota's role in health and diseases","El-Sayed A, Aleya L, Kamel M.","Environ Sci Pollut Res Int. 2021 Jul;28(28):36967-36983. doi: 10.1007/s11356-021-14593-z. Epub 2021 May 27.","El-Sayed A","Environ Sci Pollut Res Int","2021","2021/05/27","PMC8155182","","10.1007/s11356-021-14593-z"
"24762311","Role of altered intestinal microbiota in systemic inflammation and cardiovascular disease in chronic kidney disease","Mafra D, Lobo JC, Barros AF, Koppe L, Vaziri ND, Fouque D.","Future Microbiol. 2014;9(3):399-410. doi: 10.2217/fmb.13.165.","Mafra D","Future Microbiol","2014","2014/04/26","","","10.2217/fmb.13.165"
"31368236","Prevention of Vascular Inflammation by Pterostilbene via Trimethylamine-N-Oxide Reduction and Mechanism of Microbiota Regulation","Koh YC, Li S, Chen PY, Wu JC, Kalyanam N, Ho CT, Pan MH.","Mol Nutr Food Res. 2019 Oct;63(20):e1900514. doi: 10.1002/mnfr.201900514. Epub 2019 Aug 12.","Koh YC","Mol Nutr Food Res","2019","2019/08/02","","","10.1002/mnfr.201900514"
"31940832","Adipokines and Adipose Tissue-Related Metabolites, Nuts and Cardiovascular Disease","Weschenfelder C, Schaan de Quadros A, Lorenzon Dos Santos J, Bueno Garofallo S, Marcadenti A.","Metabolites. 2020 Jan 11;10(1):32. doi: 10.3390/metabo10010032.","Weschenfelder C","Metabolites","2020","2020/01/17","PMC7022531","","10.3390/metabo10010032"
"34142885","Ethanol: striking the cardiovascular system by harming the gut microbiota","Silva CBP, Elias-Oliveira J, McCarthy CG, Wenceslau CF, Carlos D, Tostes RC.","Am J Physiol Heart Circ Physiol. 2021 Aug 1;321(2):H275-H291. doi: 10.1152/ajpheart.00225.2021. Epub 2021 Jun 18.","Silva CBP","Am J Physiol Heart Circ Physiol","2021","2021/06/18","PMC8410123","","10.1152/ajpheart.00225.2021"
"35384898","Impact of the Gastrointestinal Tract Microbiota on Cardiovascular Health and Pathophysiology","Akyildiz AG, Biondi-Zoccai G, De Biase D.","J Cardiovasc Pharmacol. 2022 Apr 6. doi: 10.1097/FJC.0000000000001273. Online ahead of print.","Akyildiz AG","J Cardiovasc Pharmacol","2022","2022/04/06","","","10.1097/FJC.0000000000001273"
"27928097","Intestinal Immunity and Gut Microbiota in Atherogenesis","Yamashita T.","J Atheroscler Thromb. 2017 Feb 1;24(2):110-119. doi: 10.5551/jat.38265. Epub 2016 Dec 7.","Yamashita T","J Atheroscler Thromb","2017","2016/12/09","PMC5305671","","10.5551/jat.38265"
"31138315","Effects of magnesium citrate, magnesium oxide and magnesium sulfate supplementation on arterial stiffness in healthy overweight individuals: a study protocol for a randomized controlled trial","Schutten JC, Joris PJ, Mensink RP, Danel RM, Goorman F, Heiner-Fokkema MR, Weersma RK, Keyzer CA, de Borst MH, Bakker SJL.","Trials. 2019 May 28;20(1):295. doi: 10.1186/s13063-019-3414-4.","Schutten JC","Trials","2019","2019/05/30","PMC6540466","","10.1186/s13063-019-3414-4"
"33152942","Gut microecology: Why our microbes could be key to our health","Lu D, Huang Y, Kong Y, Tao T, Zhu X.","Biomed Pharmacother. 2020 Nov;131:110784. doi: 10.1016/j.biopha.2020.110784. Epub 2020 Sep 23.","Lu D","Biomed Pharmacother","2020","2020/11/06","","","10.1016/j.biopha.2020.110784"
"30362023","Trimethylamine N-Oxide and Risk of Cardiovascular Disease and Mortality","Kanitsoraphan C, Rattanawong P, Charoensri S, Senthong V.","Curr Nutr Rep. 2018 Dec;7(4):207-213. doi: 10.1007/s13668-018-0252-z.","Kanitsoraphan C","Curr Nutr Rep","2018","2018/10/27","","","10.1007/s13668-018-0252-z"
"31339705","Advances in Health-Promoting Food Ingredients","Tomas-Barberán F, Osorio C.","J Agric Food Chem. 2019 Aug 21;67(33):9121-9123. doi: 10.1021/acs.jafc.9b04279.","Tomas-Barberán F","J Agric Food Chem","2019","2019/07/25","","","10.1021/acs.jafc.9b04279"
"32431782","Role of gut microbiota in cardiovascular diseases","Novakovic M, Rout A, Kingsley T, Kirchoff R, Singh A, Verma V, Kant R, Chaudhary R.","World J Cardiol. 2020 Apr 26;12(4):110-122. doi: 10.4330/wjc.v12.i4.110.","Novakovic M","World J Cardiol","2020","2020/05/21","PMC7215967","","10.4330/wjc.v12.i4.110"
"31780892","Stress, Dietary Patterns and Cardiovascular Disease: A Mini-Review","Morera LP, Marchiori GN, Medrano LA, Defagó MD.","Front Neurosci. 2019 Nov 12;13:1226. doi: 10.3389/fnins.2019.01226. eCollection 2019.","Morera LP","Front Neurosci","2019","2019/11/30","PMC6861179","","10.3389/fnins.2019.01226"
"28067588","Health Benefits of Fiber Fermentation","Dahl WJ, Agro NC, Eliasson ÅM, Mialki KL, Olivera JD, Rusch CT, Young CN.","J Am Coll Nutr. 2017 Feb;36(2):127-136. doi: 10.1080/07315724.2016.1188737. Epub 2017 Jan 9.","Dahl WJ","J Am Coll Nutr","2017","2017/01/10","","","10.1080/07315724.2016.1188737"
