PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33833660","The Contribution of Gut Microbiota-Brain Axis in the Development of Brain Disorders","Maiuolo J, Gliozzi M, Musolino V, Carresi C, Scarano F, Nucera S, Scicchitano M, Oppedisano F, Bosco F, Ruga S, Zito MC, Macri R, Palma E, Muscoli C, Mollace V.","Front Neurosci. 2021 Mar 23;15:616883. doi: 10.3389/fnins.2021.616883. eCollection 2021.","Maiuolo J","Front Neurosci","2021","2021/04/09","PMC8021727","","10.3389/fnins.2021.616883"
"31828119","Interactions between Intestinal Microflora/Probiotics and the Immune System","Zhang CX, Wang HY, Chen TX.","Biomed Res Int. 2019 Nov 20;2019:6764919. doi: 10.1155/2019/6764919. eCollection 2019.","Zhang CX","Biomed Res Int","2019","2019/12/13","PMC6886316","","10.1155/2019/6764919"
"31450675","Oral Bacteria and Intestinal Dysbiosis in Colorectal Cancer","Koliarakis I, Messaritakis I, Nikolouzakis TK, Hamilos G, Souglakos J, Tsiaoussis J.","Int J Mol Sci. 2019 Aug 25;20(17):4146. doi: 10.3390/ijms20174146.","Koliarakis I","Int J Mol Sci","2019","2019/08/28","PMC6747549","","10.3390/ijms20174146"
"30602367","Microbiome-metabolome reveals the contribution of gut-kidney axis on kidney disease","Chen YY, Chen DQ, Chen L, Liu JR, Vaziri ND, Guo Y, Zhao YY.","J Transl Med. 2019 Jan 3;17(1):5. doi: 10.1186/s12967-018-1756-4.","Chen YY","J Transl Med","2019","2019/01/04","PMC6317198","","10.1186/s12967-018-1756-4"
"33012868","Diet, Gut Microbiota and COVID-19","Rishi P, Thakur K, Vij S, Rishi L, Singh A, Kaur IP, Patel SKS, Lee JK, Kalia VC.","Indian J Microbiol. 2020 Dec;60(4):420-429. doi: 10.1007/s12088-020-00908-0. Epub 2020 Sep 28.","Rishi P","Indian J Microbiol","2020","2020/10/05","PMC7521193","","10.1007/s12088-020-00908-0"
"34992261","Microbiome-based therapeutics","Sorbara MT, Pamer EG.","Nat Rev Microbiol. 2022 Jun;20(6):365-380. doi: 10.1038/s41579-021-00667-9. Epub 2022 Jan 6.","Sorbara MT","Nat Rev Microbiol","2022","2022/01/07","","","10.1038/s41579-021-00667-9"
"31812181","Food allergy and the microbiome: Current understandings and future directions","Bunyavanich S, Berin MC.","J Allergy Clin Immunol. 2019 Dec;144(6):1468-1477. doi: 10.1016/j.jaci.2019.10.019.","Bunyavanich S","J Allergy Clin Immunol","2019","2019/12/09","PMC6905201","NIHMS1542345","10.1016/j.jaci.2019.10.019"
"32731255","Microbiota-derived metabolite promotes HDAC3 activity in the gut","Wu SE, Hashimoto-Hill S, Woo V, Eshleman EM, Whitt J, Engleman L, Karns R, Denson LA, Haslam DB, Alenghat T.","Nature. 2020 Oct;586(7827):108-112. doi: 10.1038/s41586-020-2604-2. Epub 2020 Jul 30.","Wu SE","Nature","2020","2020/07/31","PMC7529926","NIHMS1601601","10.1038/s41586-020-2604-2"
"23618829","Role of the gut microbiota in immunity and inflammatory disease","Kamada N, Seo SU, Chen GY, Núñez G.","Nat Rev Immunol. 2013 May;13(5):321-35. doi: 10.1038/nri3430.","Kamada N","Nat Rev Immunol","2013","2013/04/27","","","10.1038/nri3430"
"23000955","The interplay between the intestinal microbiota and the brain","Collins SM, Surette M, Bercik P.","Nat Rev Microbiol. 2012 Nov;10(11):735-42. doi: 10.1038/nrmicro2876. Epub 2012 Sep 24.","Collins SM","Nat Rev Microbiol","2012","2012/09/25","","","10.1038/nrmicro2876"
"27553986","Gut microbiota in chronic kidney disease","Cigarran Guldris S, González Parra E, Cases Amenós A.","Nefrologia. 2017 Jan-Feb;37(1):9-19. doi: 10.1016/j.nefro.2016.05.008. Epub 2016 Aug 21.","Cigarran Guldris S","Nefrologia","2017","2016/08/25","","","10.1016/j.nefro.2016.05.008"
"31708445","Microbial Metabolite Signaling Is Required for Systemic Iron Homeostasis","Das NK, Schwartz AJ, Barthel G, Inohara N, Liu Q, Sankar A, Hill DR, Ma X, Lamberg O, Schnizlein MK, Arqués JL, Spence JR, Nunez G, Patterson AD, Sun D, Young VB, Shah YM.","Cell Metab. 2020 Jan 7;31(1):115-130.e6. doi: 10.1016/j.cmet.2019.10.005. Epub 2019 Nov 7.","Das NK","Cell Metab","2020","2019/11/12","PMC6949377","NIHMS1545057","10.1016/j.cmet.2019.10.005"
"33800707","Dietary Influences on the Microbiota-Gut-Brain Axis","Barber TM, Valsamakis G, Mastorakos G, Hanson P, Kyrou I, Randeva HS, Weickert MO.","Int J Mol Sci. 2021 Mar 28;22(7):3502. doi: 10.3390/ijms22073502.","Barber TM","Int J Mol Sci","2021","2021/04/03","PMC8038019","","10.3390/ijms22073502"
"33918462","Gut Microbiota and Bipolar Disorder: An Overview on a Novel Biomarker for Diagnosis and Treatment","Lucidi L, Pettorruso M, Vellante F, Di Carlo F, Ceci F, Santovito MC, Di Muzio I, Fornaro M, Ventriglio A, Tomasetti C, Valchera A, Gentile A, Kim YK, Martinotti G, Fraticelli S, Di Giannantonio M, De Berardis D.","Int J Mol Sci. 2021 Apr 2;22(7):3723. doi: 10.3390/ijms22073723.","Lucidi L","Int J Mol Sci","2021","2021/04/30","PMC8038247","","10.3390/ijms22073723"
"23159341","The gut microbiota, obesity and insulin resistance","Shen J, Obin MS, Zhao L.","Mol Aspects Med. 2013 Feb;34(1):39-58. doi: 10.1016/j.mam.2012.11.001. Epub 2012 Nov 16.","Shen J","Mol Aspects Med","2013","2012/11/20","","","10.1016/j.mam.2012.11.001"
"33833232","Symbiotic polyamine metabolism regulates epithelial proliferation and macrophage differentiation in the colon","Nakamura A, Kurihara S, Takahashi D, Ohashi W, Nakamura Y, Kimura S, Onuki M, Kume A, Sasazawa Y, Furusawa Y, Obata Y, Fukuda S, Saiki S, Matsumoto M, Hase K.","Nat Commun. 2021 Apr 8;12(1):2105. doi: 10.1038/s41467-021-22212-1.","Nakamura A","Nat Commun","2021","2021/04/09","PMC8032791","","10.1038/s41467-021-22212-1"
"33953641","From the Role of Microbiota in Gut-Lung Axis to SARS-CoV-2 Pathogenesis","Ahmadi Badi S, Tarashi S, Fateh A, Rohani P, Masotti A, Siadat SD.","Mediators Inflamm. 2021 Apr 16;2021:6611222. doi: 10.1155/2021/6611222. eCollection 2021.","Ahmadi Badi S","Mediators Inflamm","2021","2021/05/06","PMC8059477","","10.1155/2021/6611222"
"26029487","Gut Microbiome and Obesity: A Plausible Explanation for Obesity","Sanmiguel C, Gupta A, Mayer EA.","Curr Obes Rep. 2015 Jun;4(2):250-61. doi: 10.1007/s13679-015-0152-0.","Sanmiguel C","Curr Obes Rep","2015","2015/06/02","PMC4443745","NIHMS679435","10.1007/s13679-015-0152-0"
"22972296","Reciprocal interactions of the intestinal microbiota and immune system","Maynard CL, Elson CO, Hatton RD, Weaver CT.","Nature. 2012 Sep 13;489(7415):231-41. doi: 10.1038/nature11551.","Maynard CL","Nature","2012","2012/09/14","PMC4492337","NIHMS511069","10.1038/nature11551"
"28405140","Diet and microbiota in inflammatory bowel disease: The gut in disharmony","Rapozo DC, Bernardazzi C, de Souza HS.","World J Gastroenterol. 2017 Mar 28;23(12):2124-2140. doi: 10.3748/wjg.v23.i12.2124.","Rapozo DC","World J Gastroenterol","2017","2017/04/14","PMC5374124","","10.3748/wjg.v23.i12.2124"
"31722343","The Gut Microbiome in Bipolar Disorder and Pharmacotherapy Management","Flowers SA, Ward KM, Clark CT.","Neuropsychobiology. 2020;79(1):43-49. doi: 10.1159/000504496. Epub 2019 Nov 13.","Flowers SA","Neuropsychobiology","2020","2019/11/14","","","10.1159/000504496"
"33789092","Circadian rhythms and the gut microbiome synchronize the host's metabolic response to diet","Gutierrez Lopez DE, Lashinger LM, Weinstock GM, Bray MS.","Cell Metab. 2021 May 4;33(5):873-887. doi: 10.1016/j.cmet.2021.03.015. Epub 2021 Mar 30.","Gutierrez Lopez DE","Cell Metab","2021","2021/03/31","","","10.1016/j.cmet.2021.03.015"
"29355410","In Sickness and in Health-What Does the Oral Microbiome Mean to Us? An Ecological Perspective","Marsh PD.","Adv Dent Res. 2018 Feb;29(1):60-65. doi: 10.1177/0022034517735295.","Marsh PD","Adv Dent Res","2018","2018/01/23","","","10.1177/0022034517735295"
"31620659","Microbiota and memory: A symbiotic therapy to counter cognitive decline?","Heyck M, Ibarra A.","Brain Circ. 2019 Sep 30;5(3):124-129. doi: 10.4103/bc.bc_34_19. eCollection 2019 Jul-Sep.","Heyck M","Brain Circ","2019","2019/10/18","PMC6785944","","10.4103/bc.bc_34_19"
"31180143","Alzheimer's disease and symbiotic microbiota: an evolutionary medicine perspective","Fox M, Knorr DA, Haptonstall KM.","Ann N Y Acad Sci. 2019 Aug;1449(1):3-24. doi: 10.1111/nyas.14129. Epub 2019 Jun 10.","Fox M","Ann N Y Acad Sci","2019","2019/06/11","","","10.1111/nyas.14129"
"31794261","Glucose alters the symbiotic relationships between gut microbiota and host physiology","Anhê FF, Barra NG, Schertzer JD.","Am J Physiol Endocrinol Metab. 2020 Feb 1;318(2):E111-E116. doi: 10.1152/ajpendo.00485.2019. Epub 2019 Dec 3.","Anhê FF","Am J Physiol Endocrinol Metab","2020","2019/12/04","","","10.1152/ajpendo.00485.2019"
"28585202","Microbiota and Lipotoxicity","Engin ED.","Adv Exp Med Biol. 2017;960:247-260. doi: 10.1007/978-3-319-48382-5_10.","Engin ED","Adv Exp Med Biol","2017","2017/06/07","","","10.1007/978-3-319-48382-5_10"
"25975874","Symbiotic and antibiotic interactions between gut commensal microbiota and host immune system","Malys MK, Campbell L, Malys N.","Medicina (Kaunas). 2015;51(2):69-75. doi: 10.1016/j.medici.2015.03.001. Epub 2015 Mar 24.","Malys MK","Medicina (Kaunas)","2015","2015/05/16","","","10.1016/j.medici.2015.03.001"
"33850041","Differential Patterns of Microbiota Recovery in Symbiotic and Aposymbiotic Corals following Antibiotic Disturbance","Bent SM, Miller CA, Sharp KH, Hansel CM, Apprill A.","mSystems. 2021 Apr 13;6(2):e01086-20. doi: 10.1128/mSystems.01086-20.","Bent SM","mSystems","2021","2021/04/14","PMC8546993","","10.1128/mSystems.01086-20"
"28682226","La génétique de l’hôte influe sur les écosystèmes microbiens par l’intermédiaire du système immunitaire de l’hôte","El Kafsi H, Gorochov G, Larsen M.","Biol Aujourdhui. 2017;211(1):39-49. doi: 10.1051/jbio/2017010. Epub 2017 Jul 6.","El Kafsi H","Biol Aujourdhui","2017","2017/07/07","","","10.1051/jbio/2017010"
"26160380","MUCOSAL IMMUNOLOGY. The microbiota regulates type 2 immunity through RORγt⁺ T cells","Ohnmacht C, Park JH, Cording S, Wing JB, Atarashi K, Obata Y, Gaboriau-Routhiau V, Marques R, Dulauroy S, Fedoseeva M, Busslinger M, Cerf-Bensussan N, Boneca IG, Voehringer D, Hase K, Honda K, Sakaguchi S, Eberl G.","Science. 2015 Aug 28;349(6251):989-93. doi: 10.1126/science.aac4263. Epub 2015 Jul 9.","Ohnmacht C","Science","2015","2015/07/11","","","10.1126/science.aac4263"
"23623853","Lignocellulose-degrading enzymes from termites and their symbiotic microbiota","Ni J, Tokuda G.","Biotechnol Adv. 2013 Nov;31(6):838-50. doi: 10.1016/j.biotechadv.2013.04.005. Epub 2013 Apr 23.","Ni J","Biotechnol Adv","2013","2013/04/30","","","10.1016/j.biotechadv.2013.04.005"
"34281327","The integumentary system and its microbiota between health and disease","Inchingolo AD, Cazzolla AP, Di Cosola M, Greco Lucchina A, Santacroce L, Charitos IA, Topi S, Malcangi G, Hazballa D, Scarano A, Lorusso F, Inchingolo AM, Inchingolo F, Dipalma G.","J Biol Regul Homeost Agents. 2021 Mar-Apr;35(2 Suppl. 1):303-321. doi: 10.23812/21-2supp1-30.","Inchingolo AD","J Biol Regul Homeost Agents","2021","2021/07/20","","","10.23812/21-2supp1-30"
"32526162","Mechanistic Understanding of the Symbiotic Relationship Between the Gut Microbiota and the Host: An Avenue Toward Therapeutic Applications","Yan F.","Cell Mol Gastroenterol Hepatol. 2020;10(4):853-854. doi: 10.1016/j.jcmgh.2020.05.003. Epub 2020 Jun 8.","Yan F","Cell Mol Gastroenterol Hepatol","2020","2020/06/12","PMC7573674","","10.1016/j.jcmgh.2020.05.003"
"30824326","Dysregulated Lung Commensal Bacteria Drive Interleukin-17B Production to Promote Pulmonary Fibrosis through Their Outer Membrane Vesicles","Yang D, Chen X, Wang J, Lou Q, Lou Y, Li L, Wang H, Chen J, Wu M, Song X, Qian Y.","Immunity. 2019 Mar 19;50(3):692-706.e7. doi: 10.1016/j.immuni.2019.02.001. Epub 2019 Feb 26.","Yang D","Immunity","2019","2019/03/03","","","10.1016/j.immuni.2019.02.001"
"32612589","Changes in Symbiotic Microbiota and Immune Responses in Early Development Stages of Rapana venosa (Valenciennes, 1846) Provide Insights Into Immune System Development in Gastropods","Yang MJ, Song H, Yu ZL, Hu Z, Zhou C, Wang XL, Zhang T.","Front Microbiol. 2020 Jun 16;11:1265. doi: 10.3389/fmicb.2020.01265. eCollection 2020.","Yang MJ","Front Microbiol","2020","2020/07/03","PMC7308808","","10.3389/fmicb.2020.01265"
"25404117","Microbiome and cancer","Ohtani N.","Semin Immunopathol. 2015 Jan;37(1):65-72. doi: 10.1007/s00281-014-0457-1. Epub 2014 Nov 18.","Ohtani N","Semin Immunopathol","2015","2014/11/19","","","10.1007/s00281-014-0457-1"
"34032645","The Effect of Microbiota on Behaviour","Champagne-Jorgensen K, McVey Neufeld KA.","Mod Trends Psychiatry. 2021;32:58-67. doi: 10.1159/000510417. Epub 2021 May 6.","Champagne-Jorgensen K","Mod Trends Psychiatry","2021","2021/05/25","","","10.1159/000510417"
"33367688","Gut microbiota and systemic immunity in health and disease","Lo BC, Chen GY, Núñez G, Caruso R.","Int Immunol. 2021 Mar 31;33(4):197-209. doi: 10.1093/intimm/dxaa079.","Lo BC","Int Immunol","2021","2020/12/28","PMC8011437","","10.1093/intimm/dxaa079"
"33239996","A Minireview on Gastrointestinal Microbiota and Radiosusceptibility","Mao A, Sun C, Katsube T, Wang B.","Dose Response. 2020 Nov 15;18(4):1559325820963859. doi: 10.1177/1559325820963859. eCollection 2020 Oct-Dec.","Mao A","Dose Response","2020","2020/11/26","PMC7672743","","10.1177/1559325820963859"
"33520564","Development of the gut microbiota and dysbiosis in children","Akagawa S, Akagawa Y, Yamanouchi S, Kimata T, Tsuji S, Kaneko K.","Biosci Microbiota Food Health. 2021;40(1):12-18. doi: 10.12938/bmfh.2020-034. Epub 2020 Aug 25.","Akagawa S","Biosci Microbiota Food Health","2021","2021/02/01","PMC7817514","","10.12938/bmfh.2020-034"
"27389418","Neuromodulatory effects and targets of the SCFAs and gasotransmitters produced by the human symbiotic microbiota","Oleskin AV, Shenderov BA.","Microb Ecol Health Dis. 2016 Jul 5;27:30971. doi: 10.3402/mehd.v27.30971. eCollection 2016.","Oleskin AV","Microb Ecol Health Dis","2016","2016/07/09","PMC4937721","","10.3402/mehd.v27.30971"
"32323184","Gut Microbiota and Endocrine Disorder","Li R, Li Y, Li C, Zheng D, Chen P.","Adv Exp Med Biol. 2020;1238:143-164. doi: 10.1007/978-981-15-2385-4_9.","Li R","Adv Exp Med Biol","2020","2020/04/24","","","10.1007/978-981-15-2385-4_9"
"34552221","Host and microbiota metabolic signals in aging and longevity","Zhou Y, Hu G, Wang MC.","Nat Chem Biol. 2021 Oct;17(10):1027-1036. doi: 10.1038/s41589-021-00837-z. Epub 2021 Sep 22.","Zhou Y","Nat Chem Biol","2021","2021/09/23","","","10.1038/s41589-021-00837-z"
"26835593","Microbiota, immunity and the liver","Vaikunthanathan T, Safinia N, Lombardi G, Lechler RI.","Immunol Lett. 2016 Mar;171:36-49. doi: 10.1016/j.imlet.2016.01.008. Epub 2016 Feb 2.","Vaikunthanathan T","Immunol Lett","2016","2016/02/03","","","10.1016/j.imlet.2016.01.008"
"28219877","[Gut microbiota and osteoporosis]","Huang YQ, Jiang T, Su HT, Luo YW, Hou QK.","Nan Fang Yi Ke Da Xue Xue Bao. 2016 Feb 20;37(2):278-282. doi: 10.3969/j.issn.1673-4254.2017.02.23.","Huang YQ","Nan Fang Yi Ke Da Xue Xue Bao","2016","2017/02/22","PMC6779662","","10.3969/j.issn.1673-4254.2017.02.23"
"33824498","Epithelial sensing of microbiota-derived signals","Eshleman EM, Alenghat T.","Genes Immun. 2021 Oct;22(5-6):237-246. doi: 10.1038/s41435-021-00124-w. Epub 2021 Apr 6.","Eshleman EM","Genes Immun","2021","2021/04/07","PMC8492766","NIHMS1684427","10.1038/s41435-021-00124-w"
"33495676","COVID-19 and Gut Microbiota: A Potential Connection","Rajput S, Paliwal D, Naithani M, Kothari A, Meena K, Rana S.","Indian J Clin Biochem. 2021 Jul;36(3):266-277. doi: 10.1007/s12291-020-00948-9. Epub 2021 Jan 21.","Rajput S","Indian J Clin Biochem","2021","2021/01/26","PMC7818076","","10.1007/s12291-020-00948-9"
"32340573","Microbiota Metabolites in Health and Disease","McCarville JL, Chen GY, Cuevas VD, Troha K, Ayres JS.","Annu Rev Immunol. 2020 Apr 26;38:147-170. doi: 10.1146/annurev-immunol-071219-125715.","McCarville JL","Annu Rev Immunol","2020","2020/04/29","","","10.1146/annurev-immunol-071219-125715"
"29380692","Cross-regulatory Circuit Between AHR and Microbiota","Ji J, Qu H.","Curr Drug Metab. 2019;20(1):4-8. doi: 10.2174/1389200219666180129151150.","Ji J","Curr Drug Metab","2019","2018/01/31","","","10.2174/1389200219666180129151150"
"35068870","Reciprocal interactions between gut microbiota and autophagy","Lapaquette P, Bizeau JB, Acar N, Bringer MA.","World J Gastroenterol. 2021 Dec 28;27(48):8283-8301. doi: 10.3748/wjg.v27.i48.8283.","Lapaquette P","World J Gastroenterol","2021","2022/01/24","PMC8717019","","10.3748/wjg.v27.i48.8283"
"34900069","Gut-Lung Microbiota in Chronic Pulmonary Diseases: Evolution, Pathogenesis, and Therapeutics","Shi CY, Yu CH, Yu WY, Ying HZ.","Can J Infect Dis Med Microbiol. 2021 Dec 3;2021:9278441. doi: 10.1155/2021/9278441. eCollection 2021.","Shi CY","Can J Infect Dis Med Microbiol","2021","2021/12/13","PMC8664551","","10.1155/2021/9278441"
"33871224","Gut microbiota and non-alcoholic fatty liver disease","Abenavoli L, Procopio AC, Scarpellini E, Polimeni N, Aquila I, Larussa T, Boccuto L, Luzza F.","Minerva Gastroenterol (Torino). 2021 Dec;67(4):339-347. doi: 10.23736/S2724-5985.21.02896-5. Epub 2021 Apr 19.","Abenavoli L","Minerva Gastroenterol (Torino)","2021","2021/04/19","","","10.23736/S2724-5985.21.02896-5"
"33686539","Gut Microbiome over a Lifetime and the Association with Hypertension","Yano Y, Niiranen TJ.","Curr Hypertens Rep. 2021 Mar 8;23(3):15. doi: 10.1007/s11906-021-01133-w.","Yano Y","Curr Hypertens Rep","2021","2021/03/09","","","10.1007/s11906-021-01133-w"
"34233442","Intestinal microbiota and kidney diseases","Kim MG, Yang J, Jo SK.","Kidney Res Clin Pract. 2021 Sep;40(3):335-343. doi: 10.23876/j.krcp.21.053. Epub 2021 Jun 9.","Kim MG","Kidney Res Clin Pract","2021","2021/07/08","PMC8476297","","10.23876/j.krcp.21.053"
"28103497","Host-microbiota interactions: epigenomic regulation","Woo V, Alenghat T.","Curr Opin Immunol. 2017 Feb;44:52-60. doi: 10.1016/j.coi.2016.12.001. Epub 2017 Jan 16.","Woo V","Curr Opin Immunol","2017","2017/01/20","PMC5451311","NIHMS839249","10.1016/j.coi.2016.12.001"
"33559282","Microbiota and immunoregulation: A focus on regulatory B lymphocytes and transplantation","Pacaud M, Colas L, Brouard S.","Am J Transplant. 2021 Jul;21(7):2341-2347. doi: 10.1111/ajt.16522. Epub 2021 May 19.","Pacaud M","Am J Transplant","2021","2021/02/09","","","10.1111/ajt.16522"
"32130695","Gut Microbiota and Cancer of the Host: Colliding Interests","Baffy G.","Adv Exp Med Biol. 2020;1219:93-107. doi: 10.1007/978-3-030-34025-4_5.","Baffy G","Adv Exp Med Biol","2020","2020/03/05","","","10.1007/978-3-030-34025-4_5"
"33749411","Therapeutic modulation methods of gut microbiota and gut-liver axis","Beyaz Coşkun A, Sağdiçoğlu Celep AG.","Crit Rev Food Sci Nutr. 2021 Mar 22:1-11. doi: 10.1080/10408398.2021.1902263. Online ahead of print.","Beyaz Coşkun A","Crit Rev Food Sci Nutr","2021","2021/03/22","","","10.1080/10408398.2021.1902263"
