PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32110880","The Gut Microbiota and Its Implication in the Development of Atherosclerosis and Related Cardiovascular Diseases","Sanchez-Rodriguez E, Egea-Zorrilla A, Plaza-Díaz J, Aragón-Vela J, Muñoz-Quezada S, Tercedor-Sánchez L, Abadia-Molina F.","Nutrients. 2020 Feb 26;12(3):605. doi: 10.3390/nu12030605.","Sanchez-Rodriguez E","Nutrients","2020","2020/03/01","PMC7146472","","10.3390/nu12030605"
"29136611","Gut Microbiota in Health and Disease","Yamashiro Y.","Ann Nutr Metab. 2017;71(3-4):242-246. doi: 10.1159/000481627. Epub 2017 Nov 14.","Yamashiro Y","Ann Nutr Metab","2017","2017/11/15","","","10.1159/000481627"
"34007770","The Gut Microbiome and Cardiovascular Disease","Astudillo AA, Mayrovitz HN.","Cureus. 2021 Apr 16;13(4):e14519. doi: 10.7759/cureus.14519.","Astudillo AA","Cureus","2021","2021/05/19","PMC8121206","","10.7759/cureus.14519"
"30658519","Gut-Liver Axis, Gut Microbiota, and Its Modulation in the Management of Liver Diseases: A Review of the Literature","Milosevic I, Vujovic A, Barac A, Djelic M, Korac M, Radovanovic Spurnic A, Gmizic I, Stevanovic O, Djordjevic V, Lekic N, Russo E, Amedei A.","Int J Mol Sci. 2019 Jan 17;20(2):395. doi: 10.3390/ijms20020395.","Milosevic I","Int J Mol Sci","2019","2019/01/20","PMC6358912","","10.3390/ijms20020395"
"33642219","Gut microbiota and their metabolites in cardiovascular disease","Jansen VL, Gerdes VE, Middeldorp S, van Mens TE.","Best Pract Res Clin Endocrinol Metab. 2021 May;35(3):101492. doi: 10.1016/j.beem.2021.101492. Epub 2021 Feb 10.","Jansen VL","Best Pract Res Clin Endocrinol Metab","2021","2021/03/01","","","10.1016/j.beem.2021.101492"
"32068612","Gut microbiome and cardiovascular disease","Zhao Y, Wang Z.","Curr Opin Cardiol. 2020 May;35(3):207-218. doi: 10.1097/HCO.0000000000000720.","Zhao Y","Curr Opin Cardiol","2020","2020/02/19","PMC7442318","NIHMS1601803","10.1097/HCO.0000000000000720"
"33816335","Role and Mechanism of Gut Microbiota in Human Disease","Chen Y, Zhou J, Wang L.","Front Cell Infect Microbiol. 2021 Mar 17;11:625913. doi: 10.3389/fcimb.2021.625913. eCollection 2021.","Chen Y","Front Cell Infect Microbiol","2021","2021/04/05","PMC8010197","","10.3389/fcimb.2021.625913"
"30712327","The role of intestinal microbiota in cardiovascular disease","Jin M, Qian Z, Yin J, Xu W, Zhou X.","J Cell Mol Med. 2019 Apr;23(4):2343-2350. doi: 10.1111/jcmm.14195. Epub 2019 Feb 3.","Jin M","J Cell Mol Med","2019","2019/02/04","PMC6433673","","10.1111/jcmm.14195"
"32326604","You Are What You Eat-The Relationship between Diet, Microbiota, and Metabolic Disorders-A Review","Moszak M, Szulińska M, Bogdański P.","Nutrients. 2020 Apr 15;12(4):1096. doi: 10.3390/nu12041096.","Moszak M","Nutrients","2020","2020/04/25","PMC7230850","","10.3390/nu12041096"
"30741841","Thirty Years of Lactobacillus rhamnosus GG: A Review","Capurso L.","J Clin Gastroenterol. 2019 Mar;53 Suppl 1:S1-S41. doi: 10.1097/MCG.0000000000001170.","Capurso L","J Clin Gastroenterol","2019","2019/02/12","","","10.1097/MCG.0000000000001170"
"32751360","Nutrition and Psoriasis","Kanda N, Hoashi T, Saeki H.","Int J Mol Sci. 2020 Jul 29;21(15):5405. doi: 10.3390/ijms21155405.","Kanda N","Int J Mol Sci","2020","2020/08/06","PMC7432353","","10.3390/ijms21155405"
"32264791","Angiotensin-Converting Enzyme 2: SARS-CoV-2 Receptor and Regulator of the Renin-Angiotensin System: Celebrating the 20th Anniversary of the Discovery of ACE2","Gheblawi M, Wang K, Viveiros A, Nguyen Q, Zhong JC, Turner AJ, Raizada MK, Grant MB, Oudit GY.","Circ Res. 2020 May 8;126(10):1456-1474. doi: 10.1161/CIRCRESAHA.120.317015. Epub 2020 Apr 8.","Gheblawi M","Circ Res","2020","2020/04/09","PMC7188049","NIHMS1583312","10.1161/CIRCRESAHA.120.317015"
"28143587","Gut microbiota dysbiosis contributes to the development of hypertension","Li J, Zhao F, Wang Y, Chen J, Tao J, Tian G, Wu S, Liu W, Cui Q, Geng B, Zhang W, Weldon R, Auguste K, Yang L, Liu X, Chen L, Yang X, Zhu B, Cai J.","Microbiome. 2017 Feb 1;5(1):14. doi: 10.1186/s40168-016-0222-x.","Li J","Microbiome","2017","2017/02/02","PMC5286796","","10.1186/s40168-016-0222-x"
"32106124","Gut microbiota and metabolic syndrome","Wang PX, Deng XR, Zhang CH, Yuan HJ.","Chin Med J (Engl). 2020 Apr 5;133(7):808-816. doi: 10.1097/CM9.0000000000000696.","Wang PX","Chin Med J (Engl)","2020","2020/02/28","PMC7147654","","10.1097/CM9.0000000000000696"
"31311045","[Gut Microbiome and Cardiovascular Disease]","Steffen HM, Demir M.","Dtsch Med Wochenschr. 2019 Jul;144(14):957-963. doi: 10.1055/a-0746-4002. Epub 2019 Jul 16.","Steffen HM","Dtsch Med Wochenschr","2019","2019/07/17","","","10.1055/a-0746-4002"
"30591685","Higher Fecal Short-Chain Fatty Acid Levels Are Associated with Gut Microbiome Dysbiosis, Obesity, Hypertension and Cardiometabolic Disease Risk Factors","de la Cuesta-Zuluaga J, Mueller NT, Álvarez-Quintero R, Velásquez-Mejía EP, Sierra JA, Corrales-Agudelo V, Carmona JA, Abad JM, Escobar JS.","Nutrients. 2018 Dec 27;11(1):51. doi: 10.3390/nu11010051.","de la Cuesta-Zuluaga J","Nutrients","2018","2018/12/29","PMC6356834","","10.3390/nu11010051"
"34961453","Gut Microbiota and Cardiovascular Disease: Symbiosis Versus Dysbiosis","Manolis AA, Manolis TA, Melita H, Manolis AS.","Curr Med Chem. 2021 Dec 12. doi: 10.2174/0929867328666211213112949. Online ahead of print.","Manolis AA","Curr Med Chem","2021","2021/12/28","","","10.2174/0929867328666211213112949"
"30957778","Gut microbiota in obstructive sleep apnea-hypopnea syndrome: disease-related dysbiosis and metabolic comorbidities","Ko CY, Liu QQ, Su HZ, Zhang HP, Fan JM, Yang JH, Hu AK, Liu YQ, Chou D, Zeng YM.","Clin Sci (Lond). 2019 Apr 12;133(7):905-917. doi: 10.1042/CS20180891. Print 2019 Apr 15.","Ko CY","Clin Sci (Lond)","2019","2019/04/09","PMC6465302","","10.1042/CS20180891"
"31324278","Next generation probiotics in disease amelioration","Chang CJ, Lin TL, Tsai YL, Wu TR, Lai WF, Lu CC, Lai HC.","J Food Drug Anal. 2019 Jul;27(3):615-622. doi: 10.1016/j.jfda.2018.12.011. Epub 2019 Feb 2.","Chang CJ","J Food Drug Anal","2019","2019/07/21","","","10.1016/j.jfda.2018.12.011"
"32438689","The Firmicutes/Bacteroidetes Ratio: A Relevant Marker of Gut Dysbiosis in Obese Patients?","Magne F, Gotteland M, Gauthier L, Zazueta A, Pesoa S, Navarrete P, Balamurugan R.","Nutrients. 2020 May 19;12(5):1474. doi: 10.3390/nu12051474.","Magne F","Nutrients","2020","2020/05/23","PMC7285218","","10.3390/nu12051474"
"32357561","The Molecular and Mechanistic Insights Based on Gut-Liver Axis: Nutritional Target for Non-Alcoholic Fatty Liver Disease (NAFLD) Improvement","Ji Y, Yin Y, Sun L, Zhang W.","Int J Mol Sci. 2020 Apr 26;21(9):3066. doi: 10.3390/ijms21093066.","Ji Y","Int J Mol Sci","2020","2020/05/03","PMC7247681","","10.3390/ijms21093066"
"33477609","The Role of Gut Microbiota in an Ischemic Stroke","Pluta R, Januszewski S, Czuczwar SJ.","Int J Mol Sci. 2021 Jan 18;22(2):915. doi: 10.3390/ijms22020915.","Pluta R","Int J Mol Sci","2021","2021/01/22","PMC7831313","","10.3390/ijms22020915"
"31809283","Microbiome and hypertension: where are we now?","Vallianou NG, Geladari E, Kounatidis D.","J Cardiovasc Med (Hagerstown). 2020 Feb;21(2):83-88. doi: 10.2459/JCM.0000000000000900.","Vallianou NG","J Cardiovasc Med (Hagerstown)","2020","2019/12/07","","","10.2459/JCM.0000000000000900"
"35011044","Gut Microbiota and Complications of Type-2 Diabetes","Iatcu CO, Steen A, Covasa M.","Nutrients. 2021 Dec 30;14(1):166. doi: 10.3390/nu14010166.","Iatcu CO","Nutrients","2021","2022/01/11","PMC8747253","","10.3390/nu14010166"
"32582143","The Genus Alistipes: Gut Bacteria With Emerging Implications to Inflammation, Cancer, and Mental Health","Parker BJ, Wearsch PA, Veloo ACM, Rodriguez-Palacios A.","Front Immunol. 2020 Jun 9;11:906. doi: 10.3389/fimmu.2020.00906. eCollection 2020.","Parker BJ","Front Immunol","2020","2020/06/26","PMC7296073","","10.3389/fimmu.2020.00906"
"31147751","Microbiome-metabolomics reveals gut microbiota associated with glycine-conjugated metabolites and polyamine metabolism in chronic kidney disease","Feng YL, Cao G, Chen DQ, Vaziri ND, Chen L, Zhang J, Wang M, Guo Y, Zhao YY.","Cell Mol Life Sci. 2019 Dec;76(24):4961-4978. doi: 10.1007/s00018-019-03155-9. Epub 2019 May 30.","Feng YL","Cell Mol Life Sci","2019","2019/06/01","","","10.1007/s00018-019-03155-9"
"33926088","Psoriasis and Gut Microbiome-Current State of Art","Polak K, Bergler-Czop B, Szczepanek M, Wojciechowska K, Frątczak A, Kiss N.","Int J Mol Sci. 2021 Apr 26;22(9):4529. doi: 10.3390/ijms22094529.","Polak K","Int J Mol Sci","2021","2021/04/30","PMC8123672","","10.3390/ijms22094529"
"32500479","Periodontitis and Hypertension: Is the Association Causal?","Del Pinto R, Pietropaoli D, Munoz-Aguilera E, D'Aiuto F, Czesnikiewicz-Guzik M, Monaco A, Guzik TJ, Ferri C.","High Blood Press Cardiovasc Prev. 2020 Aug;27(4):281-289. doi: 10.1007/s40292-020-00392-z. Epub 2020 Jun 4.","Del Pinto R","High Blood Press Cardiovasc Prev","2020","2020/06/06","","","10.1007/s40292-020-00392-z"
"33807343","The Impact of CKD on Uremic Toxins and Gut Microbiota","Rysz J, Franczyk B, Ławiński J, Olszewski R, Ciałkowska-Rysz A, Gluba-Brzózka A.","Toxins (Basel). 2021 Mar 31;13(4):252. doi: 10.3390/toxins13040252.","Rysz J","Toxins (Basel)","2021","2021/04/03","PMC8067083","","10.3390/toxins13040252"
"33401080","A cross-talk between gut microbiome, salt and hypertension","Naqvi S, Asar TO, Kumar V, Al-Abbasi FA, Alhayyani S, Kamal MA, Anwar F.","Biomed Pharmacother. 2021 Feb;134:111156. doi: 10.1016/j.biopha.2020.111156. Epub 2021 Jan 2.","Naqvi S","Biomed Pharmacother","2021","2021/01/05","","","10.1016/j.biopha.2020.111156"
"27019327","Commensal microbiota affects ischemic stroke outcome by regulating intestinal γδ T cells","Benakis C, Brea D, Caballero S, Faraco G, Moore J, Murphy M, Sita G, Racchumi G, Ling L, Pamer EG, Iadecola C, Anrather J.","Nat Med. 2016 May;22(5):516-23. doi: 10.1038/nm.4068. Epub 2016 Mar 28.","Benakis C","Nat Med","2016","2016/03/29","PMC4860105","NIHMS761041","10.1038/nm.4068"
"30535609","Microbiome and Gut Dysbiosis","Belizário JE, Faintuch J.","Exp Suppl. 2018;109:459-476. doi: 10.1007/978-3-319-74932-7_13.","Belizário JE","Exp Suppl","2018","2018/12/12","","","10.1007/978-3-319-74932-7_13"
"31242699","Implications of Diet and The Gut Microbiome in Neuroinflammatory and Neurodegenerative Diseases","Hirschberg S, Gisevius B, Duscha A, Haghikia A.","Int J Mol Sci. 2019 Jun 25;20(12):3109. doi: 10.3390/ijms20123109.","Hirschberg S","Int J Mol Sci","2019","2019/06/28","PMC6628344","","10.3390/ijms20123109"
"33276482","Role of Gut Microbiota on Onset and Progression of Microvascular Complications of Type 2 Diabetes (T2DM)","Tanase DM, Gosav EM, Neculae E, Costea CF, Ciocoiu M, Hurjui LL, Tarniceriu CC, Maranduca MA, Lacatusu CM, Floria M, Serban IL.","Nutrients. 2020 Dec 2;12(12):3719. doi: 10.3390/nu12123719.","Tanase DM","Nutrients","2020","2020/12/05","PMC7760723","","10.3390/nu12123719"
"27553986","Gut microbiota in chronic kidney disease","Cigarran Guldris S, González Parra E, Cases Amenós A.","Nefrologia. 2017 Jan-Feb;37(1):9-19. doi: 10.1016/j.nefro.2016.05.008. Epub 2016 Aug 21.","Cigarran Guldris S","Nefrologia","2017","2016/08/25","","","10.1016/j.nefro.2016.05.008"
"31332389","Healthspan and lifespan extension by fecal microbiota transplantation into progeroid mice","Bárcena C, Valdés-Mas R, Mayoral P, Garabaya C, Durand S, Rodríguez F, Fernández-García MT, Salazar N, Nogacka AM, Garatachea N, Bossut N, Aprahamian F, Lucia A, Kroemer G, Freije JMP, Quirós PM, López-Otín C.","Nat Med. 2019 Aug;25(8):1234-1242. doi: 10.1038/s41591-019-0504-5. Epub 2019 Jul 22.","Bárcena C","Nat Med","2019","2019/07/24","","","10.1038/s41591-019-0504-5"
"24833634","Microbiota and diabetes: an evolving relationship","Tilg H, Moschen AR.","Gut. 2014 Sep;63(9):1513-21. doi: 10.1136/gutjnl-2014-306928. Epub 2014 May 15.","Tilg H","Gut","2014","2014/05/17","","","10.1136/gutjnl-2014-306928"
"28884091","Alterations of the Gut Microbiome in Hypertension","Yan Q, Gu Y, Li X, Yang W, Jia L, Chen C, Han X, Huang Y, Zhao L, Li P, Fang Z, Zhou J, Guan X, Ding Y, Wang S, Khan M, Xin Y, Li S, Ma Y.","Front Cell Infect Microbiol. 2017 Aug 24;7:381. doi: 10.3389/fcimb.2017.00381. eCollection 2017.","Yan Q","Front Cell Infect Microbiol","2017","2017/09/09","PMC5573791","","10.3389/fcimb.2017.00381"
"30087270","Rebuilding the Gut Microbiota Ecosystem","Gagliardi A, Totino V, Cacciotti F, Iebba V, Neroni B, Bonfiglio G, Trancassini M, Passariello C, Pantanella F, Schippa S.","Int J Environ Res Public Health. 2018 Aug 7;15(8):1679. doi: 10.3390/ijerph15081679.","Gagliardi A","Int J Environ Res Public Health","2018","2018/08/09","PMC6121872","","10.3390/ijerph15081679"
"29715498","Linking gut microbiota to cardiovascular disease and hypertension: Lessons from chronic kidney disease","Meijers B, Jouret F, Evenepoel P.","Pharmacol Res. 2018 Jul;133:101-107. doi: 10.1016/j.phrs.2018.04.023. Epub 2018 Apr 30.","Meijers B","Pharmacol Res","2018","2018/05/02","","","10.1016/j.phrs.2018.04.023"
"30275434","Implication of Trimethylamine N-Oxide (TMAO) in Disease: Potential Biomarker or New Therapeutic Target","Janeiro MH, Ramírez MJ, Milagro FI, Martínez JA, Solas M.","Nutrients. 2018 Oct 1;10(10):1398. doi: 10.3390/nu10101398.","Janeiro MH","Nutrients","2018","2018/10/03","PMC6213249","","10.3390/nu10101398"
"25870193","Gut dysbiosis is linked to hypertension","Yang T, Santisteban MM, Rodriguez V, Li E, Ahmari N, Carvajal JM, Zadeh M, Gong M, Qi Y, Zubcevic J, Sahay B, Pepine CJ, Raizada MK, Mohamadzadeh M.","Hypertension. 2015 Jun;65(6):1331-40. doi: 10.1161/HYPERTENSIONAHA.115.05315. Epub 2015 Apr 13.","Yang T","Hypertension","2015","2015/04/15","PMC4433416","NIHMS673787","10.1161/HYPERTENSIONAHA.115.05315"
"31596218","Obstructive Sleep Apnea and Systemic Hypertension: Gut Dysbiosis as the Mediator?","Mashaqi S, Gozal D.","J Clin Sleep Med. 2019 Oct 15;15(10):1517-1527. doi: 10.5664/jcsm.7990.","Mashaqi S","J Clin Sleep Med","2019","2019/10/10","PMC6778338","","10.5664/jcsm.7990"
"29427903","The gut microbiota as a novel regulator of cardiovascular function and disease","Battson ML, Lee DM, Weir TL, Gentile CL.","J Nutr Biochem. 2018 Jun;56:1-15. doi: 10.1016/j.jnutbio.2017.12.010. Epub 2017 Dec 27.","Battson ML","J Nutr Biochem","2018","2018/02/11","","","10.1016/j.jnutbio.2017.12.010"
"30319417","The Role of Gut Microbiota in Atherosclerosis and Hypertension","Ma J, Li H.","Front Pharmacol. 2018 Sep 25;9:1082. doi: 10.3389/fphar.2018.01082. eCollection 2018.","Ma J","Front Pharmacol","2018","2018/10/16","PMC6167910","","10.3389/fphar.2018.01082"
"29023288","Gut microbiome and its role in cardiovascular diseases","Ahmadmehrabi S, Tang WHW.","Curr Opin Cardiol. 2017 Nov;32(6):761-766. doi: 10.1097/HCO.0000000000000445.","Ahmadmehrabi S","Curr Opin Cardiol","2017","2017/10/13","PMC5746314","NIHMS929622","10.1097/HCO.0000000000000445"
"29712884","Imbalance of gut microbiome and intestinal epithelial barrier dysfunction in cardiovascular disease","Lezutekong JN, Nikhanj A, Oudit GY.","Clin Sci (Lond). 2018 Apr 30;132(8):901-904. doi: 10.1042/CS20180172. Print 2018 Apr 30.","Lezutekong JN","Clin Sci (Lond)","2018","2018/05/02","","","10.1042/CS20180172"
"32639240","Gut Microbiota and Cardiovascular Diseases: A Critical Review","Anselmi G, Gagliardi L, Egidi G, Leone S, Gasbarrini A, Miggiano GAD, Galiuto L.","Cardiol Rev. 2021 Jul-Aug 01;29(4):195-204. doi: 10.1097/CRD.0000000000000327.","Anselmi G","Cardiol Rev","2021","2020/07/09","","","10.1097/CRD.0000000000000327"
"33017844","Intermittent Fasting Improves Cardiometabolic Risk Factors and Alters Gut Microbiota in Metabolic Syndrome Patients","Guo Y, Luo S, Ye Y, Yin S, Fan J, Xia M.","J Clin Endocrinol Metab. 2021 Jan 1;106(1):64-79. doi: 10.1210/clinem/dgaa644.","Guo Y","J Clin Endocrinol Metab","2021","2020/10/05","","","10.1210/clinem/dgaa644"
"31819762","Role and Effective Therapeutic Target of Gut Microbiota in Heart Failure","Jia Q, Li H, Zhou H, Zhang X, Zhang A, Xie Y, Li Y, Lv S, Zhang J.","Cardiovasc Ther. 2019 Nov 16;2019:5164298. doi: 10.1155/2019/5164298. eCollection 2019.","Jia Q","Cardiovasc Ther","2019","2019/12/11","PMC6885196","","10.1155/2019/5164298"
"29743160","Microbiome and Cardiovascular Disease in CKD","Jovanovich A, Isakova T, Stubbs J.","Clin J Am Soc Nephrol. 2018 Oct 8;13(10):1598-1604. doi: 10.2215/CJN.12691117. Epub 2018 May 9.","Jovanovich A","Clin J Am Soc Nephrol","2018","2018/05/11","PMC6218820","","10.2215/CJN.12691117"
"30455339","Impact of the gut microbiome in cardiovascular and autoimmune diseases","Weis M.","Clin Sci (Lond). 2018 Nov 19;132(22):2387-2389. doi: 10.1042/CS20180410. Print 2018 Nov 30.","Weis M","Clin Sci (Lond)","2018","2018/11/21","","","10.1042/CS20180410"
"30597307","Probiotic supplements might not be universally-effective and safe: A review","Kothari D, Patel S, Kim SK.","Biomed Pharmacother. 2019 Mar;111:537-547. doi: 10.1016/j.biopha.2018.12.104. Epub 2018 Dec 28.","Kothari D","Biomed Pharmacother","2019","2019/01/01","","","10.1016/j.biopha.2018.12.104"
"29889418","METABOLIC DYSBIOSIS OF THE GUT MICROBIOTA AND ITS BIOMARKERS","Sitkin SI, Tkachenko EI, Vakhitov TY.","Eksp Klin Gastroenterol. 2016 Jul;12(12):6-29.","Sitkin SI","Eksp Klin Gastroenterol","2016","2018/06/12","","",""
"32785703","Gut Dysbiosis Contributes to the Imbalance of Treg and Th17 Cells in Graves' Disease Patients by Propionic Acid","Su X, Yin X, Liu Y, Yan X, Zhang S, Wang X, Lin Z, Zhou X, Gao J, Wang Z, Zhang Q.","J Clin Endocrinol Metab. 2020 Nov 1;105(11):dgaa511. doi: 10.1210/clinem/dgaa511.","Su X","J Clin Endocrinol Metab","2020","2020/08/14","","","10.1210/clinem/dgaa511"
"33464726","Gut dysbiosis in stroke and its implications on Alzheimer's disease-like cognitive dysfunction","Cho J, Park YJ, Gonzales-Portillo B, Saft M, Cozene B, Sadanandan N, Borlongan CV.","CNS Neurosci Ther. 2021 May;27(5):505-514. doi: 10.1111/cns.13613. Epub 2021 Jan 19.","Cho J","CNS Neurosci Ther","2021","2021/01/19","PMC8025625","","10.1111/cns.13613"
"32412045","Gut microbiota and metabolites in the pathogenesis of endocrine disease","Fenneman AC, Rampanelli E, Yin YS, Ames J, Blaser MJ, Fliers E, Nieuwdorp M.","Biochem Soc Trans. 2020 Jun 30;48(3):915-931. doi: 10.1042/BST20190686.","Fenneman AC","Biochem Soc Trans","2020","2020/05/16","","","10.1042/BST20190686"
"29496593","Gut microbiota in kidney disease and hypertension","Antza C, Stabouli S, Kotsis V.","Pharmacol Res. 2018 Apr;130:198-203. doi: 10.1016/j.phrs.2018.02.028. Epub 2018 Feb 26.","Antza C","Pharmacol Res","2018","2018/03/03","","","10.1016/j.phrs.2018.02.028"
"29602401","Contributory Role of Gut Microbiota and Their Metabolites Toward Cardiovascular Complications in Chronic Kidney Disease","Li DY, Tang WHW.","Semin Nephrol. 2018 Mar;38(2):193-205. doi: 10.1016/j.semnephrol.2018.01.008.","Li DY","Semin Nephrol","2018","2018/04/01","PMC5881581","NIHMS935381","10.1016/j.semnephrol.2018.01.008"
"33919016","Dietary Strategies for Management of Metabolic Syndrome: Role of Gut Microbiota Metabolites","Croci S, D'Apolito LI, Gasperi V, Catani MV, Savini I.","Nutrients. 2021 Apr 21;13(5):1389. doi: 10.3390/nu13051389.","Croci S","Nutrients","2021","2021/04/30","PMC8142993","","10.3390/nu13051389"
"31426765","Change of intestinal microbiota in cerebral ischemic stroke patients","Li N, Wang X, Sun C, Wu X, Lu M, Si Y, Ye X, Wang T, Yu X, Zhao X, Wei N, Wang X.","BMC Microbiol. 2019 Aug 19;19(1):191. doi: 10.1186/s12866-019-1552-1.","Li N","BMC Microbiol","2019","2019/08/21","PMC6700817","","10.1186/s12866-019-1552-1"
"34677718","Bacterial metabolites and cardiovascular risk in children with chronic kidney disease","Schlender J, Behrens F, McParland V, Müller D, Wilck N, Bartolomaeus H, Holle J.","Mol Cell Pediatr. 2021 Oct 22;8(1):17. doi: 10.1186/s40348-021-00126-8.","Schlender J","Mol Cell Pediatr","2021","2021/10/22","PMC8536815","","10.1186/s40348-021-00126-8"
"27187743","Gut microbiome in chronic kidney disease: challenges and opportunities","Nallu A, Sharma S, Ramezani A, Muralidharan J, Raj D.","Transl Res. 2017 Jan;179:24-37. doi: 10.1016/j.trsl.2016.04.007. Epub 2016 Apr 30.","Nallu A","Transl Res","2017","2016/05/18","PMC5086447","NIHMS783074","10.1016/j.trsl.2016.04.007"
"32764281","The Relationship between Choline Bioavailability from Diet, Intestinal Microbiota Composition, and Its Modulation of Human Diseases","Arias N, Arboleya S, Allison J, Kaliszewska A, Higarza SG, Gueimonde M, Arias JL.","Nutrients. 2020 Aug 5;12(8):2340. doi: 10.3390/nu12082340.","Arias N","Nutrients","2020","2020/08/09","PMC7468957","","10.3390/nu12082340"
"30582442","A Proinflammatory Gut Microbiota Increases Systemic Inflammation and Accelerates Atherosclerosis","Brandsma E, Kloosterhuis NJ, Koster M, Dekker DC, Gijbels MJJ, van der Velden S, Ríos-Morales M, van Faassen MJR, Loreti MG, de Bruin A, Fu J, Kuipers F, Bakker BM, Westerterp M, de Winther MPJ, Hofker MH, van de Sluis B, Koonen DPY.","Circ Res. 2019 Jan 4;124(1):94-100. doi: 10.1161/CIRCRESAHA.118.313234.","Brandsma E","Circ Res","2019","2018/12/25","PMC6325767","","10.1161/CIRCRESAHA.118.313234"
"29330424","Metagenomic and metabolomic analyses unveil dysbiosis of gut microbiota in chronic heart failure patients","Cui X, Ye L, Li J, Jin L, Wang W, Li S, Bao M, Wu S, Li L, Geng B, Zhou X, Zhang J, Cai J.","Sci Rep. 2018 Jan 12;8(1):635. doi: 10.1038/s41598-017-18756-2.","Cui X","Sci Rep","2018","2018/01/14","PMC5766622","","10.1038/s41598-017-18756-2"
"27413153","Microbiota Dysbiosis Controls the Neuroinflammatory Response after Stroke","Singh V, Roth S, Llovera G, Sadler R, Garzetti D, Stecher B, Dichgans M, Liesz A.","J Neurosci. 2016 Jul 13;36(28):7428-40. doi: 10.1523/JNEUROSCI.1114-16.2016.","Singh V","J Neurosci","2016","2016/07/15","PMC6705544","","10.1523/JNEUROSCI.1114-16.2016"
