PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26979886","Runners with patellofemoral pain have altered biomechanics which targeted interventions can modify: A systematic review and meta-analysis","Neal BS, Barton CJ, Gallie R, O'Halloran P, Morrissey D.","Gait Posture. 2016 Mar;45:69-82. doi: 10.1016/j.gaitpost.2015.11.018. Epub 2015 Dec 29.","Neal BS","Gait Posture","2016","2016/03/17","","","10.1016/j.gaitpost.2015.11.018"
"33347846","Social Connection in Long-Term Care Homes: A Scoping Review of Published Research on the Mental Health Impacts and Potential Strategies During COVID-19","Bethell J, Aelick K, Babineau J, Bretzlaff M, Edwards C, Gibson JL, Hewitt Colborne D, Iaboni A, Lender D, Schon D, McGilton KS.","J Am Med Dir Assoc. 2021 Feb;22(2):228-237.e25. doi: 10.1016/j.jamda.2020.11.025. Epub 2020 Nov 26.","Bethell J","J Am Med Dir Assoc","2021","2020/12/21","","","10.1016/j.jamda.2020.11.025"
"24622671","Vitamin D status and ill health: a systematic review","Autier P, Boniol M, Pizot C, Mullie P.","Lancet Diabetes Endocrinol. 2014 Jan;2(1):76-89. doi: 10.1016/S2213-8587(13)70165-7. Epub 2013 Dec 6.","Autier P","Lancet Diabetes Endocrinol","2014","2014/03/14","","","10.1016/S2213-8587(13)70165-7"
"31684029","Sleep Apnea and Sleep Habits: Relationships with Metabolic Syndrome","Borel AL.","Nutrients. 2019 Nov 2;11(11):2628. doi: 10.3390/nu11112628.","Borel AL","Nutrients","2019","2019/11/06","PMC6893600","","10.3390/nu11112628"
"31609896","Moderator Effects in Intervention Studies","Becker H, Stuifbergen AK, Zhang W, Sales AC.","Nurs Res. 2020 Jan/Feb;69(1):62-68. doi: 10.1097/NNR.0000000000000398.","Becker H","Nurs Res","2020","2019/10/15","","","10.1097/NNR.0000000000000398"
"26653842","The effect of breakfast on appetite regulation, energy balance and exercise performance","Clayton DJ, James LJ.","Proc Nutr Soc. 2016 Aug;75(3):319-27. doi: 10.1017/S0029665115004243. Epub 2015 Dec 14.","Clayton DJ","Proc Nutr Soc","2016","2015/12/15","","","10.1017/S0029665115004243"
"31450118","Diversity in pediatric behavioral sleep intervention studies","Schwichtenberg AJ, Abel EA, Keys E, Honaker SM.","Sleep Med Rev. 2019 Oct;47:103-111. doi: 10.1016/j.smrv.2019.07.004. Epub 2019 Jul 27.","Schwichtenberg AJ","Sleep Med Rev","2019","2019/08/27","","","10.1016/j.smrv.2019.07.004"
"28056735","Effect of Green Tea Phytochemicals on Mood and Cognition","Dietz C, Dekker M.","Curr Pharm Des. 2017;23(19):2876-2905. doi: 10.2174/1381612823666170105151800.","Dietz C","Curr Pharm Des","2017","2017/01/07","","","10.2174/1381612823666170105151800"
"31223101","Analysis of multisite intervention studies using generalized linear mixed models","White NM, Barnett AG.","Infect Control Hosp Epidemiol. 2019 Aug;40(8):910-917. doi: 10.1017/ice.2019.114. Epub 2019 Jun 21.","White NM","Infect Control Hosp Epidemiol","2019","2019/06/22","","","10.1017/ice.2019.114"
"29172564","Meta-analysis of action video game impact on perceptual, attentional, and cognitive skills","Bediou B, Adams DM, Mayer RE, Tipton E, Green CS, Bavelier D.","Psychol Bull. 2018 Jan;144(1):77-110. doi: 10.1037/bul0000130. Epub 2017 Nov 27.","Bediou B","Psychol Bull","2018","2017/11/28","","","10.1037/bul0000130"
"27759990","Interventions directed at eating habits and physical activity using the Transtheoretical Model: a systematic review","Carvalho de Menezes M, Bedeschi LB, Santos LC, Lopes AC.","Nutr Hosp. 2016 Sep 20;33(5):586. doi: 10.20960/nh.586.","Carvalho de Menezes M","Nutr Hosp","2016","2016/10/21","","","10.20960/nh.586"
"33535581","Systematic Review of Intervention Studies Aiming at Reducing Inequality in Dental Caries among Children","Shen A, Bernabé E, Sabbah W.","Int J Environ Res Public Health. 2021 Feb 1;18(3):1300. doi: 10.3390/ijerph18031300.","Shen A","Int J Environ Res Public Health","2021","2021/02/04","PMC7908536","","10.3390/ijerph18031300"
"26106042","Magnesium intervention studies -methodological aspects","Rylander R, Vormann J.","Magnes Res. 2015 Jun;28(2):75-8. doi: 10.1684/mrh.2015.0385.","Rylander R","Magnes Res","2015","2015/06/25","","","10.1684/mrh.2015.0385"
"31159687","JAG July 2019 Special Issue Editorial Introduction: Intervention Studies in Applied Gerontology","Robison J.","J Appl Gerontol. 2019 Jul;38(7):907-909. doi: 10.1177/0733464819842428.","Robison J","J Appl Gerontol","2019","2019/06/05","","","10.1177/0733464819842428"
"32886396","Cooling intervention studies among outdoor occupational groups: A review of the literature","Chicas R, Xiuhtecutli N, Dickman NE, Scammell ML, Steenland K, Hertzberg VS, McCauley L.","Am J Ind Med. 2020 Nov;63(11):988-1007. doi: 10.1002/ajim.23175. Epub 2020 Sep 4.","Chicas R","Am J Ind Med","2020","2020/09/05","PMC7745167","NIHMS1646918","10.1002/ajim.23175"
"29058983","Participant characteristics in autism intervention studies","Broder-Fingert S, Silva C, Silverstein M, Feinberg E.","Autism. 2019 Jan;23(1):265-266. doi: 10.1177/1362361317722306. Epub 2017 Oct 23.","Broder-Fingert S","Autism","2019","2017/10/24","","","10.1177/1362361317722306"
"31401549","Language, culture and preventable readmissions: pragmatic, intervention studies needed","Khoong EC, Fernandez A.","BMJ Qual Saf. 2019 Nov;28(11):859-861. doi: 10.1136/bmjqs-2019-009836. Epub 2019 Aug 10.","Khoong EC","BMJ Qual Saf","2019","2019/08/12","","","10.1136/bmjqs-2019-009836"
"34047705","Use of Fitbit Devices in Physical Activity Intervention Studies Across the Life Course: Narrative Review","St Fleur RG, St George SM, Leite R, Kobayashi M, Agosto Y, Jake-Schoffman DE.","JMIR Mhealth Uhealth. 2021 May 28;9(5):e23411. doi: 10.2196/23411.","St Fleur RG","JMIR Mhealth Uhealth","2021","2021/05/28","PMC8196365","","10.2196/23411"
"31216678","Nordic Diet and Inflammation-A Review of Observational and Intervention Studies","Lankinen M, Uusitupa M, Schwab U.","Nutrients. 2019 Jun 18;11(6):1369. doi: 10.3390/nu11061369.","Lankinen M","Nutrients","2019","2019/06/21","PMC6627927","","10.3390/nu11061369"
"29278643","Response biomarkers in neonatal intervention studies","Kelly LE, Caswell K, Short MA, Parimi PS, Offringa M, Diacovo T.","Pediatr Res. 2018 Feb;83(2):425-430. doi: 10.1038/pr.2017.204. Epub 2017 Sep 27.","Kelly LE","Pediatr Res","2018","2017/12/27","","","10.1038/pr.2017.204"
"23273537","Burnout intervention studies for inpatient elderly care nursing staff: systematic literature review","Westermann C, Kozak A, Harling M, Nienhaus A.","Int J Nurs Stud. 2014 Jan;51(1):63-71. doi: 10.1016/j.ijnurstu.2012.12.001. Epub 2012 Dec 27.","Westermann C","Int J Nurs Stud","2014","2013/01/01","","","10.1016/j.ijnurstu.2012.12.001"
"34752455","Repeated measures ASCA+ for analysis of longitudinal intervention studies with multivariate outcome data","Madssen TS, Giskeødegård GF, Smilde AK, Westerhuis JA.","PLoS Comput Biol. 2021 Nov 9;17(11):e1009585. doi: 10.1371/journal.pcbi.1009585. eCollection 2021 Nov.","Madssen TS","PLoS Comput Biol","2021","2021/11/09","PMC8604364","","10.1371/journal.pcbi.1009585"
"34127556","Considerations for conducting and interpreting long-term follow-up of intervention studies: avoiding spoiled milk","Stewart I, Bloom CI.","Thorax. 2021 Nov;76(11):1067-1068. doi: 10.1136/thoraxjnl-2021-217352. Epub 2021 Jun 14.","Stewart I","Thorax","2021","2021/06/15","","","10.1136/thoraxjnl-2021-217352"
"30472095","Neurotoxicity of anesthetics: Mechanisms and meaning from mouse intervention studies","Johnson SC, Pan A, Li L, Sedensky M, Morgan P.","Neurotoxicol Teratol. 2019 Jan-Feb;71:22-31. doi: 10.1016/j.ntt.2018.11.004. Epub 2018 Nov 22.","Johnson SC","Neurotoxicol Teratol","2019","2018/11/26","PMC6330122","NIHMS1516252","10.1016/j.ntt.2018.11.004"
"30853190","Applying Rigor: Intervention Studies for Behavioral and Psychological Symptoms of Dementia","Leggett AN, Kales HC.","Am J Geriatr Psychiatry. 2019 Jun;27(6):590-592. doi: 10.1016/j.jagp.2019.02.004. Epub 2019 Feb 8.","Leggett AN","Am J Geriatr Psychiatry","2019","2019/03/12","PMC7155383","NIHMS1578713","10.1016/j.jagp.2019.02.004"
"28226059","Quality of working life: assessment of intervention studies","Hipólito MC, Masson VA, Monteiro MI, Gutierrez GL.","Rev Bras Enferm. 2017 Jan-Feb;70(1):189-197. doi: 10.1590/0034-7167-2015-0069.","Hipólito MC","Rev Bras Enferm","2017","2017/02/23","","","10.1590/0034-7167-2015-0069"
"32638346","Methodological approaches to the design and analysis of nonrandomized intervention studies for the prevention of child and adolescent obesity","Sandhu R, Mbuagbaw L, Tarride JE, De Rubeis V, Carsley S, Anderson LN.","Can J Public Health. 2020 Jun;111(3):358-370. doi: 10.17269/s41997-020-00358-7. Epub 2020 Jul 7.","Sandhu R","Can J Public Health","2020","2020/07/09","PMC7352029","","10.17269/s41997-020-00358-7"
"31932258","Peyronie's Disease Intervention Studies: An Exploration of Modern-Era Challenges in Study Design and Evaluating Treatment Outcomes","Ziegelmann MJ, Trost LW, Russo GI, Levine LA.","J Sex Med. 2020 Mar;17(3):364-377. doi: 10.1016/j.jsxm.2019.11.271. Epub 2020 Jan 10.","Ziegelmann MJ","J Sex Med","2020","2020/01/15","","","10.1016/j.jsxm.2019.11.271"
"33528237","Longitudinal Moderated Mediation Analysis in Parallel Process Latent Growth Curve Modeling in Intervention Studies","Zhu S, Sagherian K, Wang Y, Nahm ES, Friedmann E.","Nurs Res. 2021 May-Jun 01;70(3):184-192. doi: 10.1097/NNR.0000000000000503.","Zhu S","Nurs Res","2021","2021/02/02","","","10.1097/NNR.0000000000000503"
"31878160","Is Eating Raisins Healthy?","Olmo-Cunillera A, Escobar-Avello D, Pérez AJ, Marhuenda-Muñoz M, Lamuela-Raventós RM, Vallverdú-Queralt A.","Nutrients. 2019 Dec 24;12(1):54. doi: 10.3390/nu12010054.","Olmo-Cunillera A","Nutrients","2019","2019/12/28","PMC7019280","","10.3390/nu12010054"
"34360279","Parental Attitudes toward Consent for Music Intervention Studies in Preterm Infants: A Cross-Sectional Study","Bauer S, Epstein S, Bieleninik Ł, Yakobson D, Elefant C, Arnon S.","Int J Environ Res Public Health. 2021 Jul 28;18(15):7989. doi: 10.3390/ijerph18157989.","Bauer S","Int J Environ Res Public Health","2021","2021/08/07","PMC8345374","","10.3390/ijerph18157989"
"32069875","Exclusion Criteria Used in Early Behavioral Intervention Studies for Young Children with Autism Spectrum Disorder","Yazdani S, Capuano A, Ghaziuddin M, Colombi C.","Brain Sci. 2020 Feb 13;10(2):99. doi: 10.3390/brainsci10020099.","Yazdani S","Brain Sci","2020","2020/02/20","PMC7071598","","10.3390/brainsci10020099"
"26774525","A critical appraisal of nutritional intervention studies in malnourished, community dwelling older persons","de van der Schueren MA, Wijnhoven HA, Kruizenga HM, Visser M.","Clin Nutr. 2016 Oct;35(5):1008-14. doi: 10.1016/j.clnu.2015.12.013. Epub 2015 Dec 29.","de van der Schueren MA","Clin Nutr","2016","2016/01/18","","","10.1016/j.clnu.2015.12.013"
"34015857","[Characteristics of Innovation Fund-supported Intervention Studies: Review and Document Analysis of Study Protocols, Publications and Final Reports]","Heytens H, Walther F, Keßler L, Bremer D, Frenz E, Härter M, Geraedts M, Bierbaum T, Apfelbacher C, Schmitt J.","Gesundheitswesen. 2021 May;83(5):e20-e37. doi: 10.1055/a-1448-2412. Epub 2021 May 20.","Heytens H","Gesundheitswesen","2021","2021/05/20","","","10.1055/a-1448-2412"
"27057203","Nutrition, aging and cancer: lessons from dietary intervention studies","Carruba G, Cocciadiferro L, Di Cristina A, Granata OM, Dolcemascolo C, Campisi I, Zarcone M, Cinquegrani M, Traina A.","Immun Ageing. 2016 Apr 7;13:13. doi: 10.1186/s12979-016-0069-9. eCollection 2016.","Carruba G","Immun Ageing","2016","2016/04/09","PMC4823849","","10.1186/s12979-016-0069-9"
"23932426","Towards measurement of the Healthy Ageing Phenotype in lifestyle-based intervention studies","Lara J, Godfrey A, Evans E, Heaven B, Brown LJ, Barron E, Rochester L, Meyer TD, Mathers JC.","Maturitas. 2013 Oct;76(2):189-99. doi: 10.1016/j.maturitas.2013.07.007. Epub 2013 Aug 7.","Lara J","Maturitas","2013","2013/08/13","","","10.1016/j.maturitas.2013.07.007"
"29269170","[Transparency and replicability of nursing intervention studies in long-term care: A selective literature review]","Gspörer I, Schrems BM.","Z Evid Fortbild Qual Gesundhwes. 2018 May;133:1-8. doi: 10.1016/j.zefq.2017.11.006. Epub 2017 Dec 19.","Gspörer I","Z Evid Fortbild Qual Gesundhwes","2018","2017/12/23","","","10.1016/j.zefq.2017.11.006"
"32211368","Interventions to Reduce Exposures in the Workplace: A Systematic Review of Intervention Studies Over Six Decades, 1960-2019","Ohlander J, Kromhout H, van Tongeren M.","Front Public Health. 2020 Mar 9;8:67. doi: 10.3389/fpubh.2020.00067. eCollection 2020.","Ohlander J","Front Public Health","2020","2020/03/27","PMC7075246","","10.3389/fpubh.2020.00067"
"30413386","Single session pre-post randomized intervention studies: The good, bad, and ugly","Gross A.","Musculoskelet Sci Pract. 2018 Dec;38:v-vii. doi: 10.1016/j.msksp.2018.10.004. Epub 2018 Oct 19.","Gross A","Musculoskelet Sci Pract","2018","2018/11/11","","","10.1016/j.msksp.2018.10.004"
"33925790","Forgiveness Interventions for Older Adults: A Review","López J, Serrano MI, Giménez I, Noriega C.","J Clin Med. 2021 Apr 26;10(9):1866. doi: 10.3390/jcm10091866.","López J","J Clin Med","2021","2021/04/30","PMC8123510","","10.3390/jcm10091866"
"30065152","Assessing Dietary Outcomes in Intervention Studies: Pitfalls, Strategies, and Research Needs","Kirkpatrick SI, Collins CE, Keogh RH, Krebs-Smith SM, Neuhouser ML, Wallace A.","Nutrients. 2018 Jul 31;10(8):1001. doi: 10.3390/nu10081001.","Kirkpatrick SI","Nutrients","2018","2018/08/02","PMC6116034","","10.3390/nu10081001"
"30220934","Conceptual Congruence in Mindfulness-Based Weight Loss Intervention Studies","Schultz MB.","Mindfulness (N Y). 2018 Aug;9(4):1028-1036. doi: 10.1007/s12671-017-0860-5. Epub 2017 Nov 25.","Schultz MB","Mindfulness (N Y)","2018","2018/09/18","PMC6136442","NIHMS922771","10.1007/s12671-017-0860-5"
"23099265","Update on global intervention studies in type 1 diabetes","Chiang JL, Haller MJ, Schatz DA.","Endocrinol Metab Clin North Am. 2012 Dec;41(4):695-712. doi: 10.1016/j.ecl.2012.07.003.","Chiang JL","Endocrinol Metab Clin North Am","2012","2012/10/27","","","10.1016/j.ecl.2012.07.003"
"27789671","Applying metabolomics to cardiometabolic intervention studies and trials: past experiences and a roadmap for the future","Rankin NJ, Preiss D, Welsh P, Sattar N.","Int J Epidemiol. 2016 Oct;45(5):1351-1371. doi: 10.1093/ije/dyw271. Epub 2016 Oct 27.","Rankin NJ","Int J Epidemiol","2016","2016/10/30","PMC5100629","","10.1093/ije/dyw271"
"34530859","Effects of differential measurement error in self-reported diet in longitudinal lifestyle intervention studies","Aaby D, Siddique J.","Int J Behav Nutr Phys Act. 2021 Sep 16;18(1):125. doi: 10.1186/s12966-021-01184-x.","Aaby D","Int J Behav Nutr Phys Act","2021","2021/09/17","PMC8447716","","10.1186/s12966-021-01184-x"
"30563231","Nuts and Cardio-Metabolic Disease: A Review of Meta-Analyses","Kim Y, Keogh J, Clifton PM.","Nutrients. 2018 Dec 6;10(12):1935. doi: 10.3390/nu10121935.","Kim Y","Nutrients","2018","2018/12/20","PMC6316378","","10.3390/nu10121935"
"23642199","Cocoa and human health","Ellam S, Williamson G.","Annu Rev Nutr. 2013;33:105-28. doi: 10.1146/annurev-nutr-071811-150642. Epub 2013 Apr 29.","Ellam S","Annu Rev Nutr","2013","2013/05/07","","","10.1146/annurev-nutr-071811-150642"
"24980246","Systematic review of couple-based HIV intervention and prevention studies: advantages, gaps, and future directions","Jiwatram-Negrón T, El-Bassel N.","AIDS Behav. 2014 Oct;18(10):1864-87. doi: 10.1007/s10461-014-0827-7.","Jiwatram-Negrón T","AIDS Behav","2014","2014/07/02","PMC4507500","NIHMS706942","10.1007/s10461-014-0827-7"
"33243083","Five Features to Look for in Early-Phase Clinical Intervention Studies","Tsay JS, Winstein CJ.","Neurorehabil Neural Repair. 2021 Jan;35(1):3-9. doi: 10.1177/1545968320975439. Epub 2020 Nov 26.","Tsay JS","Neurorehabil Neural Repair","2021","2020/11/27","","","10.1177/1545968320975439"
"23332640","Invertebrates as workhorses for aging and intervention studies","Wilson M, Mattson MP, Zou S.","Ageing Res Rev. 2013 Jan;12(1):402-3. doi: 10.1016/j.arr.2012.12.003.","Wilson M","Ageing Res Rev","2013","2013/01/22","","","10.1016/j.arr.2012.12.003"
"33786032","Industry Funding and Cholesterol Research: A Systematic Review","Barnard ND, Long MB, Ferguson JM, Flores R, Kahleova H.","Am J Lifestyle Med. 2019 Dec 11;15(2):165-172. doi: 10.1177/1559827619892198. eCollection 2021 Mar-Apr.","Barnard ND","Am J Lifestyle Med","2019","2021/03/31","PMC7958219","","10.1177/1559827619892198"
"33129198","Health Literacy and Physical Activity: A Systematic Review","Buja A, Rabensteiner A, Sperotto M, Grotto G, Bertoncello C, Cocchio S, Baldovin T, Contu P, Lorini C, Baldo V.","J Phys Act Health. 2020 Oct 31;17(12):1259-1274. doi: 10.1123/jpah.2020-0161.","Buja A","J Phys Act Health","2020","2020/10/31","","","10.1123/jpah.2020-0161"
"25164949","Inference for environmental intervention studies using principal stratification","Hackstadt AJ, Matsui EC, Williams DL, Diette GB, Breysse PN, Butz AM, Peng RD.","Stat Med. 2014 Dec 10;33(28):4919-33. doi: 10.1002/sim.6291. Epub 2014 Aug 28.","Hackstadt AJ","Stat Med","2014","2014/08/29","PMC4224995","NIHMS623345","10.1002/sim.6291"
"24706605","Systematic review and meta-analysis to estimate potential recruitment to dementia intervention studies","Cooper C, Ketley D, Livingston G.","Int J Geriatr Psychiatry. 2014 May;29(5):515-25. doi: 10.1002/gps.4034. Epub 2013 Oct 10.","Cooper C","Int J Geriatr Psychiatry","2014","2014/04/08","","","10.1002/gps.4034"
"28986928","A systematic review of characteristics of couple-based intervention studies addressing sexuality following cancer","Jonsdottir JI, Jonsdottir H, Klinke ME.","J Adv Nurs. 2018 Apr;74(4):760-773. doi: 10.1111/jan.13470. Epub 2017 Nov 9.","Jonsdottir JI","J Adv Nurs","2018","2017/10/08","","","10.1111/jan.13470"
"33460430","Use of the Healthy Eating Index in Intervention Studies for Cardiometabolic Risk Conditions: A Systematic Review","Brauer P, Royall D, Rodrigues A.","Adv Nutr. 2021 Jul 30;12(4):1317-1331. doi: 10.1093/advances/nmaa167.","Brauer P","Adv Nutr","2021","2021/01/18","PMC8321868","","10.1093/advances/nmaa167"
