PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33274644","Could ketogenic diet ""starve"" cancer? Emerging evidence","Barrea L, Caprio M, Tuccinardi D, Moriconi E, Di Renzo L, Muscogiuri G, Colao A, Savastano S; Obesity Programs of nutrition, Education, Research and Assessment (OPERA) group.","Crit Rev Food Sci Nutr. 2022;62(7):1800-1821. doi: 10.1080/10408398.2020.1847030. Epub 2020 Dec 4.","Barrea L","Crit Rev Food Sci Nutr","2022","2020/12/04","","","10.1080/10408398.2020.1847030"
"32518275","The PPAR α/γ Agonist Saroglitazar Improves Insulin Resistance and Steatohepatitis in a Diet Induced Animal Model of Nonalcoholic Fatty Liver Disease","Kumar DP, Caffrey R, Marioneaux J, Santhekadur PK, Bhat M, Alonso C, Koduru SV, Philip B, Jain MR, Giri SR, Bedossa P, Sanyal AJ.","Sci Rep. 2020 Jun 9;10(1):9330. doi: 10.1038/s41598-020-66458-z.","Kumar DP","Sci Rep","2020","2020/06/11","PMC7283326","","10.1038/s41598-020-66458-z"
"33535578","Targeting Diet and Exercise for Neuroprotection and Neurorecovery in Glaucoma","Tribble JR, Hui F, Jöe M, Bell K, Chrysostomou V, Crowston JG, Williams PA.","Cells. 2021 Feb 1;10(2):295. doi: 10.3390/cells10020295.","Tribble JR","Cells","2021","2021/02/04","PMC7912764","","10.3390/cells10020295"
"28188143","Statement of Retraction. A Central Role for Neuronal AMP-Activated Protein Kinase (AMPK) and Mammalian Target of Rapamycin (mTOR) in High-Protein Diet-Induced Weight Loss. Diabetes 2008;57:594-605. DOI: 10.2337/db07-0573","Ropelle ER, Pauli JR, Fernandes MF, Rocco SA, Marin RM, Morari J, Souza KK, Dias MM, Gomes-Marcondes MC, Gontijo JA, Franchini KG, Velloso LA, Saad MJ, Carvalheira JB.","Diabetes. 2017 Mar;66(3):786-787. doi: 10.2337/db17-rt03b. Epub 2017 Feb 10.","Ropelle ER","Diabetes","2017","2017/02/12","","","10.2337/db17-rt03b"
"33371997","Ketogenesis and SIRT1 as a tool in managing obesity","Abduraman MA, Azizan NA, Teoh SH, Tan ML.","Obes Res Clin Pract. 2021 Jan-Feb;15(1):10-18. doi: 10.1016/j.orcp.2020.12.001. Epub 2020 Dec 25.","Abduraman MA","Obes Res Clin Pract","2021","2020/12/29","","","10.1016/j.orcp.2020.12.001"
"33903148","Integrative study of diet-induced mouse models of NAFLD identifies PPARα as a sexually dimorphic drug target","Smati S, Polizzi A, Fougerat A, Ellero-Simatos S, Blum Y, Lippi Y, Régnier M, Laroyenne A, Huillet M, Arif M, Zhang C, Lasserre F, Marrot A, Al Saati T, Wan J, Sommer C, Naylies C, Batut A, Lukowicz C, Fougeray T, Tramunt B, Dubot P, Smith L, Bertrand-Michel J, Hennuyer N, Pradere JP, Staels B, Burcelin R, Lenfant F, Arnal JF, Levade T, Gamet-Payrastre L, Lagarrigue S, Loiseau N, Lotersztajn S, Postic C, Wahli W, Bureau C, Guillaume M, Mardinoglu A, Montagner A, Gourdy P, Guillou H.","Gut. 2022 Apr;71(4):807-821. doi: 10.1136/gutjnl-2020-323323. Epub 2021 Apr 26.","Smati S","Gut","2022","2021/04/27","","","10.1136/gutjnl-2020-323323"
"21856125","Hypothalamic hormones and metabolism","Thio LL.","Epilepsy Res. 2012 Jul;100(3):245-51. doi: 10.1016/j.eplepsyres.2011.07.009.","Thio LL","Epilepsy Res","2012","2011/08/23","PMC3244537","NIHMS320577","10.1016/j.eplepsyres.2011.07.009"
"26389980","Promoting Diet and Physical Activity in Nurses","Torquati L, Pavey T, Kolbe-Alexander T, Leveritt M.","Am J Health Promot. 2017 Jan;31(1):19-27. doi: 10.4278/ajhp.141107-LIT-562. Epub 2016 Nov 17.","Torquati L","Am J Health Promot","2017","2015/09/22","","","10.4278/ajhp.141107-LIT-562"
"32397924","Inflammation, diet, and type 2 diabetes: a mini-review","Jafaripour S, Sedighi S, Jokar MH, Aghaei M, Moradzadeh M.","J Immunoassay Immunochem. 2020 Jul 3;41(4):768-777. doi: 10.1080/15321819.2020.1750423. Epub 2020 May 13.","Jafaripour S","J Immunoassay Immunochem","2020","2020/05/14","","","10.1080/15321819.2020.1750423"
"34274490","Dietary rational targeting of redox-regulated genes","Bagyi J, Sripada V, Aidone AM, Lin HY, Ruder EH, Crawford DR.","Free Radic Biol Med. 2021 Sep;173:19-28. doi: 10.1016/j.freeradbiomed.2021.07.021. Epub 2021 Jul 15.","Bagyi J","Free Radic Biol Med","2021","2021/07/18","","","10.1016/j.freeradbiomed.2021.07.021"
"34725664","Mediterranean Diet In Healthy Aging","Mazza E, Ferro Y, Pujia R, Mare R, Maurotti S, Montalcini T, Pujia A.","J Nutr Health Aging. 2021;25(9):1076-1083. doi: 10.1007/s12603-021-1675-6.","Mazza E","J Nutr Health Aging","2021","2021/11/02","PMC8442641","","10.1007/s12603-021-1675-6"
"32188376","Diet and Neurocognition in Mood Disorders - An Overview of the Overlooked","Balanzá-Martínez V, Shansis FM, Tatay-Manteiga A, López-García P.","Curr Pharm Des. 2020;26(20):2353-2362. doi: 10.2174/1381612826666200318152530.","Balanzá-Martínez V","Curr Pharm Des","2020","2020/03/20","","","10.2174/1381612826666200318152530"
"27489286","ADAM17 is a Tumor Promoter and Therapeutic Target in Western Diet-associated Colon Cancer","Mustafi R, Dougherty U, Mustafi D, Ayaloglu-Butun F, Fletcher M, Adhikari S, Sadiq F, Meckel K, Haider HI, Khalil A, Pekow J, Konda V, Joseph L, Hart J, Fichera A, Li YC, Bissonnette M.","Clin Cancer Res. 2017 Jan 15;23(2):549-561. doi: 10.1158/1078-0432.CCR-15-3140. Epub 2016 Aug 3.","Mustafi R","Clin Cancer Res","2017","2016/08/05","PMC5241244","NIHMS808243","10.1158/1078-0432.CCR-15-3140"
"32503654","Does a ketogenic diet as an adjuvant therapy for drug treatment enhance chemotherapy sensitivity and reduce target lesions in patients with locally recurrent or metastatic Her-2-negative breast cancer? Study protocol for a randomized controlled trial","Wang Y, Jing MX, Jiang L, Jia YF, Ying E, Cao H, Guo XY, Sun T.","Trials. 2020 Jun 5;21(1):487. doi: 10.1186/s13063-020-04429-5.","Wang Y","Trials","2020","2020/06/07","PMC7275564","","10.1186/s13063-020-04429-5"
"33451852","Preterm infant nutrition and growth with a human milk diet","Ong ML, Belfort MB.","Semin Perinatol. 2021 Mar;45(2):151383. doi: 10.1016/j.semperi.2020.151383. Epub 2020 Dec 31.","Ong ML","Semin Perinatol","2021","2021/01/16","","","10.1016/j.semperi.2020.151383"
"34757699","Personalized nutrition for dementia prevention","Samieri C, Yassine HN, Melo van Lent D, Lefèvre-Arbogast S, van de Rest O, Bowman GL, Scarmeas N.","Alzheimers Dement. 2021 Nov 10. doi: 10.1002/alz.12486. Online ahead of print.","Samieri C","Alzheimers Dement","2021","2021/11/10","","","10.1002/alz.12486"
"32537797","Butterfly effect and acne-The role of diet","Clatici VG, Voicu C, Barinova E, Lupu M, Tatu AL.","Dermatol Ther. 2020 Nov;33(6):e13832. doi: 10.1111/dth.13832. Epub 2020 Aug 10.","Clatici VG","Dermatol Ther","2020","2020/06/16","","","10.1111/dth.13832"
"30576436","A low protein diet to target cardiovascular disease and cancer in one shot?","Meli AC.","Cardiovasc Res. 2019 Jan 1;115(1):e1-e2. doi: 10.1093/cvr/cvy289.","Meli AC","Cardiovasc Res","2019","2018/12/22","","","10.1093/cvr/cvy289"
"33653539","Nutritional Management for Dogs and Cats with Gastrointestinal Diseases","Lenox CE.","Vet Clin North Am Small Anim Pract. 2021 May;51(3):669-684. doi: 10.1016/j.cvsm.2021.01.006. Epub 2021 Feb 27.","Lenox CE","Vet Clin North Am Small Anim Pract","2021","2021/03/03","","","10.1016/j.cvsm.2021.01.006"
"34017061","Proto-oncoprotein Zbtb7c and SIRT1 repression: implications in high-fat diet-induced and age-dependent obesity","Choi WI, Yoon JH, Choi SH, Jeon BN, Kim H, Hur MW.","Exp Mol Med. 2021 May;53(5):917-932. doi: 10.1038/s12276-021-00628-5. Epub 2021 May 20.","Choi WI","Exp Mol Med","2021","2021/05/21","PMC8178412","","10.1038/s12276-021-00628-5"
"26799159","Skin expression of mammalian target of rapamycin and forkhead box transcription factor O1, and serum insulin-like growth factor-1 in patients with acne vulgaris and their relationship with diet","Agamia NF, Abdallah DM, Sorour O, Mourad B, Younan DN.","Br J Dermatol. 2016 Jun;174(6):1299-307. doi: 10.1111/bjd.14409. Epub 2016 Apr 20.","Agamia NF","Br J Dermatol","2016","2016/01/23","","","10.1111/bjd.14409"
"33259617","Social implementation of healthy diets","Kuwata T; for Working Group 3 of the Healthy Diet Research Committee of International Life Sciences Institute, Japan.","Nutr Rev. 2020 Dec 1;78(12 Suppl 2):31-34. doi: 10.1093/nutrit/nuaa080.","Kuwata T","Nutr Rev","2020","2020/12/01","","","10.1093/nutrit/nuaa080"
"26678996","Implementation conditions for diet and physical activity interventions and policies: an umbrella review","Horodyska K, Luszczynska A, Hayes CB, O'Shea MP, Langøien LJ, Roos G, van den Berg M, Hendriksen M, De Bourdeaudhuij I, Brug J.","BMC Public Health. 2015 Dec 17;15:1250. doi: 10.1186/s12889-015-2585-5.","Horodyska K","BMC Public Health","2015","2015/12/19","PMC4683715","","10.1186/s12889-015-2585-5"
"32231473","Use of Technology for Dietary Assessment in Immigrant Populations","Holmes H, Almeida VA, Boushey C, Banna J.","Am J Lifestyle Med. 2019 Dec 6;14(2):118-121. doi: 10.1177/1559827619890948. eCollection 2020 Mar-Apr.","Holmes H","Am J Lifestyle Med","2019","2020/04/02","PMC7092391","","10.1177/1559827619890948"
"33060605","Clusterin overexpression protects against western diet-induced obesity and NAFLD","Park JS, Lee WK, Kim HS, Seo JA, Kim DH, Han HC, Min BH.","Sci Rep. 2020 Oct 15;10(1):17484. doi: 10.1038/s41598-020-73927-y.","Park JS","Sci Rep","2020","2020/10/16","PMC7562726","","10.1038/s41598-020-73927-y"
"31479620","A Crucial Role for Diet in the Relationship Between Gut Microbiota and Cardiometabolic Disease","Attaye I, Pinto-Sietsma SJ, Herrema H, Nieuwdorp M.","Annu Rev Med. 2020 Jan 27;71:149-161. doi: 10.1146/annurev-med-062218-023720. Epub 2019 Oct 3.","Attaye I","Annu Rev Med","2020","2019/09/04","","","10.1146/annurev-med-062218-023720"
"34668415","Metformin prevents airway hyperreactivity in rats with dietary obesity","Calco GN, Proskocil BJ, Jacoby DB, Fryer AD, Nie Z.","Am J Physiol Lung Cell Mol Physiol. 2021 Dec 1;321(6):L1105-L1118. doi: 10.1152/ajplung.00202.2021. Epub 2021 Oct 20.","Calco GN","Am J Physiol Lung Cell Mol Physiol","2021","2021/10/20","PMC8715020","","10.1152/ajplung.00202.2021"
"33549451","Apolipoprotein A5 controls fructose-induced metabolic dysregulation in mice","Ress C, Dobner J, Rufinatscha K, Staels B, Hofer M, Folie S, Radlinger B, Adolph TE, Rubin EM, Roden M, Tilg H, Kaser S.","Nutr Metab Cardiovasc Dis. 2021 Mar 10;31(3):972-978. doi: 10.1016/j.numecd.2020.11.008. Epub 2020 Nov 17.","Ress C","Nutr Metab Cardiovasc Dis","2021","2021/02/07","","","10.1016/j.numecd.2020.11.008"
"33098661","Microbiome and environment explain the absence of correlations between consumers and their diet in Bornean microsnails","Hendriks KP, Bisschop K, Kortenbosch HH, Kavanagh JC, Larue AEA, Chee-Chean P, Bonte D, Duijm EJ, Salles JF, Pigot AL, Richter Mendoza FJ, Schilthuizen M, Anderson MJ, Speksnijder AGCL, Etienne RS.","Ecology. 2021 Feb;102(2):e03237. doi: 10.1002/ecy.3237. Epub 2021 Jan 18.","Hendriks KP","Ecology","2021","2020/10/24","PMC7900957","","10.1002/ecy.3237"
"33143186","Diet Quality and Food Prices Modify Associations between Genetic Susceptibility to Obesity and Adiposity Outcomes","Han HY, Paquet C, Dubé L, Nielsen DE.","Nutrients. 2020 Oct 30;12(11):3349. doi: 10.3390/nu12113349.","Han HY","Nutrients","2020","2020/11/04","PMC7692602","","10.3390/nu12113349"
"32204420","Targeting the Inositol Pyrophosphate Biosynthetic Enzymes in Metabolic Diseases","Mukherjee S, Haubner J, Chakraborty A.","Molecules. 2020 Mar 19;25(6):1403. doi: 10.3390/molecules25061403.","Mukherjee S","Molecules","2020","2020/03/25","PMC7144392","","10.3390/molecules25061403"
"28688369","Evaluation of diet quality of the elderly and associated factors","Pinto de Souza Fernandes D, Duarte MSL, Pessoa MC, Franceschini SDCC, Ribeiro AQ.","Arch Gerontol Geriatr. 2017 Sep;72:174-180. doi: 10.1016/j.archger.2017.05.006. Epub 2017 May 13.","Pinto de Souza Fernandes D","Arch Gerontol Geriatr","2017","2017/07/09","","","10.1016/j.archger.2017.05.006"
"34069308","Beyond Ramen: Investigating Methods to Improve Food Agency among College Students","Pope L, Alpaugh M, Trubek A, Skelly J, Harvey J.","Nutrients. 2021 May 14;13(5):1674. doi: 10.3390/nu13051674.","Pope L","Nutrients","2021","2021/06/02","PMC8156074","","10.3390/nu13051674"
"34915861","The gut microbiome as an indicator of habitat disturbance in a Critically Endangered lemur","McManus N, Holmes SM, Louis EE Jr, Johnson SE, Baden AL, Amato KR.","BMC Ecol Evol. 2021 Dec 16;21(1):222. doi: 10.1186/s12862-021-01945-z.","McManus N","BMC Ecol Evol","2021","2021/12/17","PMC8680155","","10.1186/s12862-021-01945-z"
"23707480","Diet influences the intake target and mitochondrial functions of Drosophila melanogaster males","Pichaud N, Messmer M, Correa CC, Ballard JW.","Mitochondrion. 2013 Nov;13(6):817-22. doi: 10.1016/j.mito.2013.05.008. Epub 2013 May 23.","Pichaud N","Mitochondrion","2013","2013/05/28","","","10.1016/j.mito.2013.05.008"
"34481730","Jekyll and Hyde: nuclear receptors ignite and extinguish hepatic oxidative milieu","Sen A, Anakk S.","Trends Endocrinol Metab. 2021 Oct;32(10):790-802. doi: 10.1016/j.tem.2021.07.009. Epub 2021 Sep 1.","Sen A","Trends Endocrinol Metab","2021","2021/09/05","PMC8464172","NIHMS1737665","10.1016/j.tem.2021.07.009"
"32600958","Protecting the blossoming brain - Neurocritical care in children","Häfner SJ.","Biomed J. 2020 Jun;43(3):195-202. doi: 10.1016/j.bj.2020.06.005. Epub 2020 Jun 14.","Häfner SJ","Biomed J","2020","2020/07/01","PMC7424088","","10.1016/j.bj.2020.06.005"
"31600722","SGK1 activation exacerbates diet-induced obesity, metabolic syndrome and hypertension","Sierra-Ramos C, Velazquez-Garcia S, Vastola-Mascolo A, Hernández G, Faresse N, Alvarez de la Rosa D.","J Endocrinol. 2020 Jan;244(1):149-162. doi: 10.1530/JOE-19-0275.","Sierra-Ramos C","J Endocrinol","2020","2019/10/11","","","10.1530/JOE-19-0275"
"34138646","Short-term high-fat diet induces muscle fiber type-selective anabolic resistance to resistance exercise","Ato S, Mori T, Fujita Y, Mishima T, Ogasawara R.","J Appl Physiol (1985). 2021 Aug 1;131(2):442-453. doi: 10.1152/japplphysiol.00889.2020. Epub 2021 Jun 17.","Ato S","J Appl Physiol (1985)","2021","2021/06/17","","","10.1152/japplphysiol.00889.2020"
"34684367","Adherence to Mediterranean Diet and Cognitive Abilities in the Greek Cohort of Epirus Health Study","Koutsonida M, Kanellopoulou A, Markozannes G, Gousia S, Doumas MT, Sigounas DE, Tzovaras VT, Vakalis K, Tzoulaki I, Evangelou E, Rizos EC, Ntzani E, Aretouli E, Tsilidis KK.","Nutrients. 2021 Sep 25;13(10):3363. doi: 10.3390/nu13103363.","Koutsonida M","Nutrients","2021","2021/10/23","PMC8541267","","10.3390/nu13103363"
"34607252","Microbiota-gut-brain axis: A novel potential target of ketogenic diet for epilepsy","Tang Y, Wang Q, Liu J.","Curr Opin Pharmacol. 2021 Dec;61:36-41. doi: 10.1016/j.coph.2021.08.018. Epub 2021 Oct 1.","Tang Y","Curr Opin Pharmacol","2021","2021/10/04","","","10.1016/j.coph.2021.08.018"
"34567133","Common Limitations and Challenges of Dietary Clinical Trials for Translation into Clinical Practices","Mirmiran P, Bahadoran Z, Gaeini Z.","Int J Endocrinol Metab. 2021 May 1;19(3):e108170. doi: 10.5812/ijem.108170. eCollection 2021 Jul.","Mirmiran P","Int J Endocrinol Metab","2021","2021/09/27","PMC8453651","","10.5812/ijem.108170"
"25410283","Transglutaminase as a therapeutic target for celiac disease","Sulic AM, Kurppa K, Rauhavirta T, Kaukinen K, Lindfors K.","Expert Opin Ther Targets. 2015 Mar;19(3):335-48. doi: 10.1517/14728222.2014.985207. Epub 2014 Nov 20.","Sulic AM","Expert Opin Ther Targets","2015","2014/11/21","","","10.1517/14728222.2014.985207"
"28635858","[Nutrition in obesity: Target criteria and monitoring of weight loss]","Samorodskaya IV, Bolotova EV.","Ter Arkh. 2016;88(10):99-104. doi: 10.17116/terarkh201688699-104.","Samorodskaya IV","Ter Arkh","2016","2017/06/22","","","10.17116/terarkh201688699-104"
"33740563","Identification and expression analysis of MicroRNAs in chicken spleen in a corticosterone-induced stress model","Su A, Zhou Y, Guo Y, Yang X, Zhang Y, Li W, Tian Y, Li K, Sun G, Jiang R, Han R, Kang X, Yan F.","Res Vet Sci. 2021 May;136:287-296. doi: 10.1016/j.rvsc.2021.02.023. Epub 2021 Mar 1.","Su A","Res Vet Sci","2021","2021/03/19","","","10.1016/j.rvsc.2021.02.023"
"25245512","Procyanidins and their healthy protective effects against type 2 diabetes","Gonzalez-Abuin N, Pinent M, Casanova-Marti A, Arola L, Blay M, Ardevol A.","Curr Med Chem. 2015;22(1):39-50. doi: 10.2174/0929867321666140916115519.","Gonzalez-Abuin N","Curr Med Chem","2015","2014/09/24","","","10.2174/0929867321666140916115519"
"33871601","Pathways to ""5-a-day"": modeling the health impacts and environmental footprints of meeting the target for fruit and vegetable intake in the United Kingdom","Eustachio Colombo P, Milner J, Scheelbeek PFD, Taylor A, Parlesak A, Kastner T, Nicholas O, Elinder LS, Dangour AD, Green R.","Am J Clin Nutr. 2021 Aug 2;114(2):530-539. doi: 10.1093/ajcn/nqab076.","Eustachio Colombo P","Am J Clin Nutr","2021","2021/04/19","PMC8326030","","10.1093/ajcn/nqab076"
"35534076","Association between gut MIcrobiota, GROWth and Diet in peripubertal children from the TARGet Kids! cohort (The MiGrowD) study: protocol for studying gut microbiota at a community-based primary healthcare setting","Massara P, Spiegel-Feld C, Hamilton J, Maguire JL, Birken C, Bandsma R, Comelli EM.","BMJ Open. 2022 May 9;12(5):e057989. doi: 10.1136/bmjopen-2021-057989.","Massara P","BMJ Open","2022","2022/05/09","","","10.1136/bmjopen-2021-057989"
