PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31348074","Gut Microbiota, Atherosclerosis, and Therapeutic Targets","Mantziaris V, Kolios G.","Crit Pathw Cardiol. 2019 Sep;18(3):139-142. doi: 10.1097/HPC.0000000000000187.","Mantziaris V","Crit Pathw Cardiol","2019","2019/07/27","","","10.1097/HPC.0000000000000187"
"33787322","Glycoursodeoxycholic Acid Ameliorates Atherosclerosis and Alters Gut Microbiota in Apolipoprotein E-Deficient Mice","Huang K, Liu C, Peng M, Su Q, Liu R, Guo Z, Chen S, Li Z, Chang G.","J Am Heart Assoc. 2021 Apr 6;10(7):e019820. doi: 10.1161/JAHA.120.019820. Epub 2021 Mar 31.","Huang K","J Am Heart Assoc","2021","2021/03/31","PMC8174342","","10.1161/JAHA.120.019820"
"32820707","Gut Microbiota-Associated Activation of TLR5 Induces Apolipoprotein A1 Production in the Liver","Yiu JHC, Chan KS, Cheung J, Li J, Liu Y, Wang Y, Fung WWL, Cai J, Cheung SWM, Dorweiler B, Wan EYF, Tso P, Xu A, Woo CW.","Circ Res. 2020 Oct 23;127(10):1236-1252. doi: 10.1161/CIRCRESAHA.120.317362. Epub 2020 Aug 21.","Yiu JHC","Circ Res","2020","2020/08/22","PMC7580858","","10.1161/CIRCRESAHA.120.317362"
"32737524","Gut microbiota and atherosclerosis: role of B cell for atherosclerosis focusing on the gut-immune-B2 cell axis","Chen L, Ishigami T, Doi H, Arakawa K, Tamura K.","J Mol Med (Berl). 2020 Sep;98(9):1235-1244. doi: 10.1007/s00109-020-01936-5. Epub 2020 Jul 31.","Chen L","J Mol Med (Berl)","2020","2020/08/02","PMC7447622","","10.1007/s00109-020-01936-5"
"35177222","The etiology of preeclampsia","Jung E, Romero R, Yeo L, Gomez-Lopez N, Chaemsaithong P, Jaovisidha A, Gotsch F, Erez O.","Am J Obstet Gynecol. 2022 Feb;226(2S):S844-S866. doi: 10.1016/j.ajog.2021.11.1356.","Jung E","Am J Obstet Gynecol","2022","2022/02/18","PMC8988238","NIHMS1779735","10.1016/j.ajog.2021.11.1356"
"26597155","Dysbiosis of Gut Microbiota With Reduced Trimethylamine-N-Oxide Level in Patients With Large-Artery Atherosclerotic Stroke or Transient Ischemic Attack","Yin J, Liao SX, He Y, Wang S, Xia GH, Liu FT, Zhu JJ, You C, Chen Q, Zhou L, Pan SY, Zhou HW.","J Am Heart Assoc. 2015 Nov 23;4(11):e002699. doi: 10.1161/JAHA.115.002699.","Yin J","J Am Heart Assoc","2015","2015/11/25","PMC4845212","","10.1161/JAHA.115.002699"
"31082615","The role of diet and intestinal microbiota in the development of metabolic syndrome","Santos-Marcos JA, Perez-Jimenez F, Camargo A.","J Nutr Biochem. 2019 Aug;70:1-27. doi: 10.1016/j.jnutbio.2019.03.017. Epub 2019 Apr 8.","Santos-Marcos JA","J Nutr Biochem","2019","2019/05/15","","","10.1016/j.jnutbio.2019.03.017"
"31888137","Migraine without Aura and Subclinical Atherosclerosis in Young Females: Is Gut Microbiota to Blame?","Georgescu D, Iurciuc MS, Ionita I, Dragan S, Muntean M, Ancusa OE, Reisz D, Ionita M, Lighezan D.","Medicina (Kaunas). 2019 Dec 16;55(12):786. doi: 10.3390/medicina55120786.","Georgescu D","Medicina (Kaunas)","2019","2020/01/01","PMC6956152","","10.3390/medicina55120786"
"31451009","Improvement of Lipoprotein Profile and Metabolic Endotoxemia by a Lifestyle Intervention That Modifies the Gut Microbiota in Subjects With Metabolic Syndrome","Guevara-Cruz M, Flores-López AG, Aguilar-López M, Sánchez-Tapia M, Medina-Vera I, Díaz D, Tovar AR, Torres N.","J Am Heart Assoc. 2019 Sep 3;8(17):e012401. doi: 10.1161/JAHA.119.012401. Epub 2019 Aug 27.","Guevara-Cruz M","J Am Heart Assoc","2019","2019/08/28","PMC6755842","","10.1161/JAHA.119.012401"
"31726228","Inflammaging as a common ground for the development and maintenance of sarcopenia, obesity, cardiomyopathy and dysbiosis","Livshits G, Kalinkovich A.","Ageing Res Rev. 2019 Dec;56:100980. doi: 10.1016/j.arr.2019.100980. Epub 2019 Nov 11.","Livshits G","Ageing Res Rev","2019","2019/11/15","","","10.1016/j.arr.2019.100980"
"33642219","Gut microbiota and their metabolites in cardiovascular disease","Jansen VL, Gerdes VE, Middeldorp S, van Mens TE.","Best Pract Res Clin Endocrinol Metab. 2021 May;35(3):101492. doi: 10.1016/j.beem.2021.101492. Epub 2021 Feb 10.","Jansen VL","Best Pract Res Clin Endocrinol Metab","2021","2021/03/01","","","10.1016/j.beem.2021.101492"
"33227973","Mutual Interplay of Host Immune System and Gut Microbiota in the Immunopathology of Atherosclerosis","Yeh CF, Chen YH, Liu SF, Kao HL, Wu MS, Yang KC, Wu WK.","Int J Mol Sci. 2020 Nov 19;21(22):8729. doi: 10.3390/ijms21228729.","Yeh CF","Int J Mol Sci","2020","2020/11/24","PMC7699263","","10.3390/ijms21228729"
"32323183","Gut Microbiota and Heart, Vascular Injury","Zeng C, Tan H.","Adv Exp Med Biol. 2020;1238:107-141. doi: 10.1007/978-981-15-2385-4_8.","Zeng C","Adv Exp Med Biol","2020","2020/04/24","","","10.1007/978-981-15-2385-4_8"
"29023288","Gut microbiome and its role in cardiovascular diseases","Ahmadmehrabi S, Tang WHW.","Curr Opin Cardiol. 2017 Nov;32(6):761-766. doi: 10.1097/HCO.0000000000000445.","Ahmadmehrabi S","Curr Opin Cardiol","2017","2017/10/13","PMC5746314","NIHMS929622","10.1097/HCO.0000000000000445"
"30575647","The gut microbiome and heart failure","Ahmad AF, Ward NC, Dwivedi G.","Curr Opin Cardiol. 2019 Mar;34(2):225-232. doi: 10.1097/HCO.0000000000000598.","Ahmad AF","Curr Opin Cardiol","2019","2018/12/22","","","10.1097/HCO.0000000000000598"
"31311045","[Gut Microbiome and Cardiovascular Disease]","Steffen HM, Demir M.","Dtsch Med Wochenschr. 2019 Jul;144(14):957-963. doi: 10.1055/a-0746-4002. Epub 2019 Jul 16.","Steffen HM","Dtsch Med Wochenschr","2019","2019/07/17","","","10.1055/a-0746-4002"
"34749301","Vitamin B12 and gut-brain homeostasis in the pathophysiology of ischemic stroke","Roth W, Mohamadzadeh M.","EBioMedicine. 2021 Nov;73:103676. doi: 10.1016/j.ebiom.2021.103676. Epub 2021 Nov 6.","Roth W","EBioMedicine","2021","2021/11/08","PMC8586745","","10.1016/j.ebiom.2021.103676"
"29689727","Vascular Cognitive Impairment and the Gut Microbiota","Li S, Shao Y, Li K, HuangFu C, Wang W, Liu Z, Cai Z, Zhao B.","J Alzheimers Dis. 2018;63(4):1209-1222. doi: 10.3233/JAD-171103.","Li S","J Alzheimers Dis","2018","2018/04/26","","","10.3233/JAD-171103"
"32639240","Gut Microbiota and Cardiovascular Diseases: A Critical Review","Anselmi G, Gagliardi L, Egidi G, Leone S, Gasbarrini A, Miggiano GAD, Galiuto L.","Cardiol Rev. 2021 Jul-Aug 01;29(4):195-204. doi: 10.1097/CRD.0000000000000327.","Anselmi G","Cardiol Rev","2021","2020/07/09","","","10.1097/CRD.0000000000000327"
"34107468","Role of the Gut Microbiota in Stroke Pathogenesis and Potential Therapeutic Implications","Yamashiro K, Kurita N, Urabe T, Hattori N.","Ann Nutr Metab. 2021;77 Suppl 2(Suppl 2):36-44. doi: 10.1159/000516398. Epub 2021 Jun 9.","Yamashiro K","Ann Nutr Metab","2021","2021/06/09","PMC8619778","","10.1159/000516398"
"34154741","The emerging role of gut microbiota in cardiovascular diseases","Kumar D, Mukherjee SS, Chakraborty R, Roy RR, Pandey A, Patra S, Dey S.","Indian Heart J. 2021 May-Jun;73(3):264-272. doi: 10.1016/j.ihj.2021.04.008. Epub 2021 Apr 28.","Kumar D","Indian Heart J","2021","2021/06/22","PMC8322927","","10.1016/j.ihj.2021.04.008"
"29743160","Microbiome and Cardiovascular Disease in CKD","Jovanovich A, Isakova T, Stubbs J.","Clin J Am Soc Nephrol. 2018 Oct 8;13(10):1598-1604. doi: 10.2215/CJN.12691117. Epub 2018 May 9.","Jovanovich A","Clin J Am Soc Nephrol","2018","2018/05/11","PMC6218820","","10.2215/CJN.12691117"
"34611194","NEIL3-deficiency increases gut permeability and contributes to a pro-atherogenic metabolic phenotype","Karlsen TR, Kong XY, Holm S, Quiles-Jiménez A, Dahl TB, Yang K, Sagen EL, Skarpengland T, S Øgaard JD, Holm K, Vestad B, Olsen MB, Aukrust P, Bjørås M, Hov JR, Halvorsen B, Gregersen I.","Sci Rep. 2021 Oct 5;11(1):19749. doi: 10.1038/s41598-021-98820-0.","Karlsen TR","Sci Rep","2021","2021/10/06","PMC8492623","","10.1038/s41598-021-98820-0"
"34438804","Owning a Pet Is Associated with Changes in the Composition of Gut Microbiota and Could Influence the Risk of Metabolic Disorders in Humans","Arenas-Montes J, Perez-Martinez P, Vals-Delgado C, Romero-Cabrera JL, Cardelo MP, Leon-Acuña A, Quintana-Navarro GM, Alcala-Diaz JF, Lopez-Miranda J, Camargo A, Perez-Jimenez F.","Animals (Basel). 2021 Aug 9;11(8):2347. doi: 10.3390/ani11082347.","Arenas-Montes J","Animals (Basel)","2021","2021/08/27","PMC8388619","","10.3390/ani11082347"
"29133215","Myocardial infarction and gut microbiota: An incidental connection","Zununi Vahed S, Barzegari A, Zuluaga M, Letourneur D, Pavon-Djavid G.","Pharmacol Res. 2018 Mar;129:308-317. doi: 10.1016/j.phrs.2017.11.008. Epub 2017 Nov 10.","Zununi Vahed S","Pharmacol Res","2018","2017/11/15","","","10.1016/j.phrs.2017.11.008"
"28796176","Bridging the Gap between Gut Microbial Dysbiosis and Cardiovascular Diseases","Lau K, Srivatsav V, Rizwan A, Nashed A, Liu R, Shen R, Akhtar M.","Nutrients. 2017 Aug 10;9(8):859. doi: 10.3390/nu9080859.","Lau K","Nutrients","2017","2017/08/11","PMC5579652","","10.3390/nu9080859"
"29967639","Cross-Talk between Gut Microbiota and Heart via the Routes of Metabolite and Immunity","Bu J, Wang Z.","Gastroenterol Res Pract. 2018 Jun 3;2018:6458094. doi: 10.1155/2018/6458094. eCollection 2018.","Bu J","Gastroenterol Res Pract","2018","2018/07/04","PMC6008745","","10.1155/2018/6458094"
"26523109","Dysbiotic infection in the stomach","Iizasa H, Ishihara S, Richardo T, Kanehiro Y, Yoshiyama H.","World J Gastroenterol. 2015 Oct 28;21(40):11450-7. doi: 10.3748/wjg.v21.i40.11450.","Iizasa H","World J Gastroenterol","2015","2015/11/03","PMC4616220","","10.3748/wjg.v21.i40.11450"
"33399007","Novel insights in the relationship of gut microbiota and coronary artery diseases","Ramírez-Macías I, Orenes-Piñero E, Camelo-Castillo A, Rivera-Caravaca JM, López-García C, Marín F.","Crit Rev Food Sci Nutr. 2021 Jan 5:1-13. doi: 10.1080/10408398.2020.1868397. Online ahead of print.","Ramírez-Macías I","Crit Rev Food Sci Nutr","2021","2021/01/05","","","10.1080/10408398.2020.1868397"
"28602746","Role of oral and gut microbiome in nitric oxide-mediated colon motility","Walker MY, Pratap S, Southerland JH, Farmer-Dixon CM, Lakshmyya K, Gangula PR.","Nitric Oxide. 2018 Feb 28;73:81-88. doi: 10.1016/j.niox.2017.06.003. Epub 2017 Jun 7.","Walker MY","Nitric Oxide","2018","2017/06/13","PMC6104390","NIHMS985234","10.1016/j.niox.2017.06.003"
"24217034","Clinical consequences of diet-induced dysbiosis","Chan YK, Estaki M, Gibson DL.","Ann Nutr Metab. 2013;63 Suppl 2:28-40. doi: 10.1159/000354902. Epub 2013 Nov 8.","Chan YK","Ann Nutr Metab","2013","2013/11/13","","","10.1159/000354902"
"31799915","Metabolic networks of the human gut microbiota","Selber-Hnatiw S, Sultana T, Tse W, Abdollahi N, Abdullah S, Al Rahbani J, Alazar D, Alrumhein NJ, Aprikian S, Arshad R, Azuelos JD, Bernadotte D, Beswick N, Chazbey H, Church K, Ciubotaru E, D'Amato L, Del Corpo T, Deng J, Di Giulio BL, Diveeva D, Elahie E, Frank JGM, Furze E, Garner R, Gibbs V, Goldberg-Hall R, Goldman CJ, Goltsios FF, Gorjipour K, Grant T, Greco B, Guliyev N, Habrich A, Hyland H, Ibrahim N, Iozzo T, Jawaheer-Fenaoui A, Jaworski JJ, Jhajj MK, Jones J, Joyette R, Kaudeer S, Kelley S, Kiani S, Koayes M, Kpata AJAL, Maingot S, Martin S, Mathers K, McCullogh S, McNamara K, Mendonca J, Mohammad K, Momtaz SA, Navaratnarajah T, Nguyen-Duong K, Omran M, Ortiz A, Patel A, Paul-Cole K, Plaisir PA, Porras Marroquin JA, Prevost A, Quach A, Rafal AJ, Ramsarun R, Rhnima S, Rili L, Safir N, Samson E, Sandiford RR, Secondi S, Shahid S, Shahroozi M, Sidibé F, Smith M, Sreng Flores AM, Suarez Ybarra A, Sénéchal R, Taifour T, Tang L, Trapid A, Tremblay Potvin M, Wainberg J, Wang DN, Weissenberg M, White A, Wilkinson G, Williams B, Wilson JR, Zoppi J, Zouboulakis K, Gamberi C.","Microbiology (Reading). 2020 Feb;166(2):96-119. doi: 10.1099/mic.0.000853.","Selber-Hnatiw S","Microbiology (Reading)","2020","2019/12/05","","","10.1099/mic.0.000853"
"29427903","The gut microbiota as a novel regulator of cardiovascular function and disease","Battson ML, Lee DM, Weir TL, Gentile CL.","J Nutr Biochem. 2018 Jun;56:1-15. doi: 10.1016/j.jnutbio.2017.12.010. Epub 2017 Dec 27.","Battson ML","J Nutr Biochem","2018","2018/02/11","","","10.1016/j.jnutbio.2017.12.010"
"30847506","[Microbiome, diabetes and heart: a novel link?]","Kappel BA, Lehrke M.","Herz. 2019 May;44(3):223-230. doi: 10.1007/s00059-019-4791-x.","Kappel BA","Herz","2019","2019/03/09","","","10.1007/s00059-019-4791-x"
"31298152","Gut Microbiota, Obesity and Bariatric Surgery: Current Knowledge and Future Perspectives","Cӑtoi AF, Vodnar DC, Corina A, Nikolic D, Citarrella R, Pérez-Martínez P, Rizzo M.","Curr Pharm Des. 2019;25(18):2038-2050. doi: 10.2174/1381612825666190708190437.","Cӑtoi AF","Curr Pharm Des","2019","2019/07/13","","","10.2174/1381612825666190708190437"
"30583754","[What's new in internal medicine?]","Doutre MS.","Ann Dermatol Venereol. 2018 Dec;145 Suppl 7:VIIS24-VIIS31. doi: 10.1016/S0151-9638(18)31286-9.","Doutre MS","Ann Dermatol Venereol","2018","2018/12/26","","","10.1016/S0151-9638(18)31286-9"
"28429701","[Microbiota and metabolic syndrome]","Altuntaş Y, Batman A.","Turk Kardiyol Dern Ars. 2017 Apr;45(3):286-296. doi: 10.5543/tkda.2016.72461.","Altuntaş Y","Turk Kardiyol Dern Ars","2017","2017/04/22","","","10.5543/tkda.2016.72461"
"30126689","Diagnostics and therapeutic implications of gut microbiota alterations in cardiometabolic diseases","Schiattarella GG, Sannino A, Esposito G, Perrino C.","Trends Cardiovasc Med. 2019 Apr;29(3):141-147. doi: 10.1016/j.tcm.2018.08.003. Epub 2018 Aug 7.","Schiattarella GG","Trends Cardiovasc Med","2019","2018/08/22","","","10.1016/j.tcm.2018.08.003"
"33809061","Molecular Mechanisms of Obesity-Linked Cardiac Dysfunction: An Up-Date on Current Knowledge","Gutiérrez-Cuevas J, Sandoval-Rodriguez A, Meza-Rios A, Monroy-Ramírez HC, Galicia-Moreno M, García-Bañuelos J, Santos A, Armendariz-Borunda J.","Cells. 2021 Mar 12;10(3):629. doi: 10.3390/cells10030629.","Gutiérrez-Cuevas J","Cells","2021","2021/04/03","PMC8000147","","10.3390/cells10030629"
"33561256","Dietary Fruit and Vegetable Supplementation Suppresses Diet-Induced Atherosclerosis in LDL Receptor Knockout Mice","Guo W, Kim SH, Wu D, Li L, Ortega EF, Thomas M, Meydani SN, Meydani M.","J Nutr. 2021 Apr 8;151(4):902-910. doi: 10.1093/jn/nxaa410.","Guo W","J Nutr","2021","2021/02/09","","","10.1093/jn/nxaa410"
"34683334","Cardiovascular Health and The Intestinal Microbial Ecosystem: The Impact of Cardiovascular Therapies on The Gut Microbiota","Alhajri N, Khursheed R, Ali MT, Abu Izneid T, Al-Kabbani O, Al-Haidar MB, Al-Hemeiri F, Alhashmi M, Pottoo FH.","Microorganisms. 2021 Sep 23;9(10):2013. doi: 10.3390/microorganisms9102013.","Alhajri N","Microorganisms","2021","2021/10/23","PMC8541580","","10.3390/microorganisms9102013"
"32564086","The impact of metabolites derived from the gut microbiota on immune regulation and diseases","Ohno H.","Int Immunol. 2020 Sep 30;32(10):629-636. doi: 10.1093/intimm/dxaa041.","Ohno H","Int Immunol","2020","2020/06/22","","","10.1093/intimm/dxaa041"
"31649313","Improving obesity and blood pressure","Tanaka M.","Hypertens Res. 2020 Feb;43(2):79-89. doi: 10.1038/s41440-019-0348-x. Epub 2019 Oct 25.","Tanaka M","Hypertens Res","2020","2019/10/26","","","10.1038/s41440-019-0348-x"
"28921469","Microbial Factors in Inflammatory Diseases and Cancers","Ong HS, Yim HCH.","Adv Exp Med Biol. 2017;1024:153-174. doi: 10.1007/978-981-10-5987-2_7.","Ong HS","Adv Exp Med Biol","2017","2017/09/19","","","10.1007/978-981-10-5987-2_7"
"30482503","The Role of Microbiota in Cardiovascular Risk: Focus on Trimethylamine Oxide","Al-Rubaye H, Perfetti G, Kaski JC.","Curr Probl Cardiol. 2019 Jun;44(6):182-196. doi: 10.1016/j.cpcardiol.2018.06.005. Epub 2018 Jul 7.","Al-Rubaye H","Curr Probl Cardiol","2019","2018/11/29","","","10.1016/j.cpcardiol.2018.06.005"
"34715968","Obesity Management and Chronic Kidney Disease","Chen Y, Dabbas W, Gangemi A, Benedetti E, Lash J, Finn PW, Perkins DL.","Semin Nephrol. 2021 Jul;41(4):392-402. doi: 10.1016/j.semnephrol.2021.06.010.","Chen Y","Semin Nephrol","2021","2021/10/30","","","10.1016/j.semnephrol.2021.06.010"
"32267921","Plasma levels of trimethylamine-N-oxide can be increased with 'healthy' and 'unhealthy' diets and do not correlate with the extent of atherosclerosis but with plaque instability","Koay YC, Chen YC, Wali JA, Luk AWS, Li M, Doma H, Reimark R, Zaldivia MTK, Habtom HT, Franks AE, Fusco-Allison G, Yang J, Holmes A, Simpson SJ, Peter K, O'Sullivan JF.","Cardiovasc Res. 2021 Jan 21;117(2):435-449. doi: 10.1093/cvr/cvaa094.","Koay YC","Cardiovasc Res","2021","2020/04/09","PMC8599768","","10.1093/cvr/cvaa094"
"28674682","The Microbiome and Blood Pressure: Can Microbes Regulate Our Blood Pressure?","Al Khodor S, Reichert B, Shatat IF.","Front Pediatr. 2017 Jun 19;5:138. doi: 10.3389/fped.2017.00138. eCollection 2017.","Al Khodor S","Front Pediatr","2017","2017/07/05","PMC5474689","","10.3389/fped.2017.00138"
"34277461","Chronic Intermittent Hypoxia Participates in the Pathogenesis of Atherosclerosis and Perturbs the Formation of Intestinal Microbiota","Hu C, Wang P, Yang Y, Li J, Jiao X, Yu H, Wei Y, Li J, Qin Y.","Front Cell Infect Microbiol. 2021 Jul 1;11:560201. doi: 10.3389/fcimb.2021.560201. eCollection 2021.","Hu C","Front Cell Infect Microbiol","2021","2021/07/19","PMC8281814","","10.3389/fcimb.2021.560201"
"32385705","The Emerging Role of Gut Dysbiosis in Cardio-metabolic Risk Factors for Heart Failure","Sata Y, Marques FZ, Kaye DM.","Curr Hypertens Rep. 2020 May 8;22(5):38. doi: 10.1007/s11906-020-01046-0.","Sata Y","Curr Hypertens Rep","2020","2020/05/10","","","10.1007/s11906-020-01046-0"
"34090994","Oral infection with a periodontal pathogen alters oral and gut microbiomes","Simas AM, Kramer CD, Weinberg EO, Genco CA.","Anaerobe. 2021 Oct;71:102399. doi: 10.1016/j.anaerobe.2021.102399. Epub 2021 Jul 29.","Simas AM","Anaerobe","2021","2021/06/06","","","10.1016/j.anaerobe.2021.102399"
"33969961","Gut microbiota and cardiovascular diseases axis","Moldovan DC, Ismaiel A, Fagoonee S, Pellicano R, Abenavoli L, Dumitrascu DL.","Minerva Med. 2022 Feb;113(1):189-199. doi: 10.23736/S0026-4806.21.07527-3. Epub 2021 May 10.","Moldovan DC","Minerva Med","2022","2021/05/10","","","10.23736/S0026-4806.21.07527-3"
"31490732","Can intestinal microbiota and circulating microbial products contribute to pulmonary arterial hypertension?","Thenappan T, Khoruts A, Chen Y, Weir EK.","Am J Physiol Heart Circ Physiol. 2019 Nov 1;317(5):H1093-H1101. doi: 10.1152/ajpheart.00416.2019. Epub 2019 Sep 6.","Thenappan T","Am J Physiol Heart Circ Physiol","2019","2019/09/07","PMC6879928","","10.1152/ajpheart.00416.2019"
"30608881","Phosphatidylglycerols are induced by gut dysbiosis and inflammation, and favorably modulate adipose tissue remodeling in obesity","Kayser BD, Lhomme M, Prifti E, Da Cunha C, Marquet F, Chain F, Naas I, Pelloux V, Dao MC, Kontush A, Rizkalla SW, Aron-Wisnewsky J, Bermúdez-Humarán LG, Oakley F, Langella P, Clément K, Dugail I.","FASEB J. 2019 Apr;33(4):4741-4754. doi: 10.1096/fj.201801897R. Epub 2019 Jan 4.","Kayser BD","FASEB J","2019","2019/01/05","PMC8793811","","10.1096/fj.201801897R"
"25601328","Intestinal microbiota: a regulator of intestinal inflammation and cardiac ischemia?","Bashashati M, Habibi HR, Keshavarzian A, Schmulson M, Sharkey KA.","Curr Drug Targets. 2015;16(3):199-208. doi: 10.2174/1389450116666150120104012.","Bashashati M","Curr Drug Targets","2015","2015/01/21","","","10.2174/1389450116666150120104012"
"34444821","What Links an Increased Cardiovascular Risk and Inflammatory Bowel Disease? A Narrative Review","Łykowska-Szuber L, Rychter AM, Dudek M, Ratajczak AE, Szymczak-Tomczak A, Zawada A, Eder P, Lesiak M, Dobrowolska A, Krela-Kaźmierczak I.","Nutrients. 2021 Jul 30;13(8):2661. doi: 10.3390/nu13082661.","Łykowska-Szuber L","Nutrients","2021","2021/08/27","PMC8398182","","10.3390/nu13082661"
"35420913","Aging Microbiota-Gut-Brain Axis in Stroke Risk and Outcome","Honarpisheh P, Bryan RM, McCullough LD.","Circ Res. 2022 Apr 15;130(8):1112-1144. doi: 10.1161/CIRCRESAHA.122.319983. Epub 2022 Apr 14.","Honarpisheh P","Circ Res","2022","2022/04/14","","","10.1161/CIRCRESAHA.122.319983"
"32235412","Soybean Oil Modulates the Gut Microbiota Associated with Atherogenic Biomarkers","Korach-Rechtman H, Rom O, Mazouz L, Freilich S, Jeries H, Hayek T, Aviram M, Kashi Y.","Microorganisms. 2020 Mar 30;8(4):486. doi: 10.3390/microorganisms8040486.","Korach-Rechtman H","Microorganisms","2020","2020/04/03","PMC7232217","","10.3390/microorganisms8040486"
"33494335","Gut Microbiota Functional Dysbiosis Relates to Individual Diet in Subclinical Carotid Atherosclerosis","Baragetti A, Severgnini M, Olmastroni E, Dioguardi CC, Mattavelli E, Angius A, Rotta L, Cibella J, Caredda G, Consolandi C, Grigore L, Pellegatta F, Giavarini F, Caruso D, Norata GD, Catapano AL, Peano C.","Nutrients. 2021 Jan 21;13(2):304. doi: 10.3390/nu13020304.","Baragetti A","Nutrients","2021","2021/01/26","PMC7911134","","10.3390/nu13020304"
"30794922","Using herbal medicine to target the ""microbiota-metabolism-immunity"" axis as possible therapy for cardiovascular disease","Anlu W, Dongcheng C, He Z, Qiuyi L, Yan Z, Yu Q, Hao X, Keji C.","Pharmacol Res. 2019 Apr;142:205-222. doi: 10.1016/j.phrs.2019.02.018. Epub 2019 Feb 19.","Anlu W","Pharmacol Res","2019","2019/02/23","","","10.1016/j.phrs.2019.02.018"
"31601086","Diet-induced chronic syndrome, metabolically transformed trimethylamine-N-oxide, and the cardiovascular functions","Hardin SJ, Singh M, Eyob W, Molnar JC, Homme RP, George AK, Tyagi SC.","Rev Cardiovasc Med. 2019 Sep 30;20(3):121-128. doi: 10.31083/j.rcm.2019.03.518.","Hardin SJ","Rev Cardiovasc Med","2019","2019/10/12","","","10.31083/j.rcm.2019.03.518"
