PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33718974","The Kobe University Human Intestinal Microbiota Model for gut intervention studies","Hoshi N, Inoue J, Sasaki D, Sasaki K.","Appl Microbiol Biotechnol. 2021 Apr;105(7):2625-2632. doi: 10.1007/s00253-021-11217-x. Epub 2021 Mar 15.","Hoshi N","Appl Microbiol Biotechnol","2021","2021/03/15","","","10.1007/s00253-021-11217-x"
"26406391","Functional food addressing heart health: do we have to target the gut microbiota?","Ryan PM, Ross RP, Fitzgerald GF, Caplice NM, Stanton C.","Curr Opin Clin Nutr Metab Care. 2015 Nov;18(6):566-71. doi: 10.1097/MCO.0000000000000224.","Ryan PM","Curr Opin Clin Nutr Metab Care","2015","2015/09/26","","","10.1097/MCO.0000000000000224"
"31694260","Protective Effects of Probiotic Consumption in Cardiovascular Disease in Systemic Lupus Erythematosus","de la Visitación N, Robles-Vera I, Toral M, Duarte J.","Nutrients. 2019 Nov 5;11(11):2676. doi: 10.3390/nu11112676.","de la Visitación N","Nutrients","2019","2019/11/08","PMC6893408","","10.3390/nu11112676"
"32436399","Fermented dairy foods rich in probiotics and cardiometabolic risk factors: a narrative review from prospective cohort studies","Companys J, Pedret A, Valls RM, Solà R, Pascual V.","Crit Rev Food Sci Nutr. 2021;61(12):1966-1975. doi: 10.1080/10408398.2020.1768045. Epub 2020 May 21.","Companys J","Crit Rev Food Sci Nutr","2021","2020/05/22","","","10.1080/10408398.2020.1768045"
"34371800","Cardiovascular Diseases of Developmental Origins: Preventive Aspects of Gut Microbiota-Targeted Therapy","Hsu CN, Hou CY, Hsu WH, Tain YL.","Nutrients. 2021 Jul 1;13(7):2290. doi: 10.3390/nu13072290.","Hsu CN","Nutrients","2021","2021/08/10","PMC8308390","","10.3390/nu13072290"
"29849035","Longevity extension in Drosophila through gut-brain communication","Westfall S, Lomis N, Prakash S.","Sci Rep. 2018 May 30;8(1):8362. doi: 10.1038/s41598-018-25382-z.","Westfall S","Sci Rep","2018","2018/06/01","PMC5976768","","10.1038/s41598-018-25382-z"
"28640662","Using probiotics in clinical practice: Where are we now? A review of existing meta-analyses","Rondanelli M, Faliva MA, Perna S, Giacosa A, Peroni G, Castellazzi AM.","Gut Microbes. 2017 Nov 2;8(6):521-543. doi: 10.1080/19490976.2017.1345414. Epub 2017 Jul 21.","Rondanelli M","Gut Microbes","2017","2017/06/23","PMC5730384","","10.1080/19490976.2017.1345414"
"31601086","Diet-induced chronic syndrome, metabolically transformed trimethylamine-N-oxide, and the cardiovascular functions","Hardin SJ, Singh M, Eyob W, Molnar JC, Homme RP, George AK, Tyagi SC.","Rev Cardiovasc Med. 2019 Sep 30;20(3):121-128. doi: 10.31083/j.rcm.2019.03.518.","Hardin SJ","Rev Cardiovasc Med","2019","2019/10/12","","","10.31083/j.rcm.2019.03.518"
"29523750","Altered microbiome in chronic kidney disease: systemic effects of gut-derived uremic toxins","Lau WL, Savoj J, Nakata MB, Vaziri ND.","Clin Sci (Lond). 2018 Mar 9;132(5):509-522. doi: 10.1042/CS20171107. Print 2018 Mar 15.","Lau WL","Clin Sci (Lond)","2018","2018/03/11","","","10.1042/CS20171107"
"34699042","Can manipulation of gut microbiota really be transformed into an intervention strategy for cardiovascular disease management?","Mehmood K, Moin A, Hussain T, Rizvi SMD, Gowda DV, Shakil S, Kamal MA.","Folia Microbiol (Praha). 2021 Dec;66(6):897-916. doi: 10.1007/s12223-021-00926-5. Epub 2021 Oct 26.","Mehmood K","Folia Microbiol (Praha)","2021","2021/10/26","","","10.1007/s12223-021-00926-5"
"23049548","Probiotics, prebiotics, and synbiotics: gut and beyond","Vyas U, Ranganathan N.","Gastroenterol Res Pract. 2012;2012:872716. doi: 10.1155/2012/872716. Epub 2012 Sep 19.","Vyas U","Gastroenterol Res Pract","2012","2012/10/11","PMC3459241","","10.1155/2012/872716"
"25812908","The Kidney-Gut Axis: Implications for Nutrition Care","Rossi M, Johnson DW, Campbell KL.","J Ren Nutr. 2015 Sep;25(5):399-403. doi: 10.1053/j.jrn.2015.01.017. Epub 2015 Mar 23.","Rossi M","J Ren Nutr","2015","2015/03/28","","","10.1053/j.jrn.2015.01.017"
"28796176","Bridging the Gap between Gut Microbial Dysbiosis and Cardiovascular Diseases","Lau K, Srivatsav V, Rizwan A, Nashed A, Liu R, Shen R, Akhtar M.","Nutrients. 2017 Aug 10;9(8):859. doi: 10.3390/nu9080859.","Lau K","Nutrients","2017","2017/08/11","PMC5579652","","10.3390/nu9080859"
